"","date","O3","RH","SR","TOUT","WSR","MONTH","HORA","O3P","CALIDAD"
"8",-61472859804,13,24,0,26.06,7.7,"01",7,6.5,"Buena"
"9",-61472856204,18,20,0,28.36,12.2,"01",8,7.75,"Buena"
"10",-61472852604,22,21,0,28.76,13.7,"01",9,9.75,"Buena"
"11",-61472849004,25,20,0,29.92,15.4,"01",10,12.125,"Buena"
"12",-61472845404,27,18,0,31.82,18,"01",11,14.875,"Buena"
"13",-61472841804,28,17,0,33.24,18.4,"01",12,17.875,"Buena"
"14",-61472838204,33,14,0,33.86,21.8,"01",13,21.625,"Buena"
"15",-61472834604,37,12,0,34.31,20.6,"01",14,25.375,"Buena"
"16",-61472831004,37,11,0,34.53,22.8,"01",15,28.375,"Buena"
"17",-61472827404,39,9,0,34.79,19,"01",16,31,"Buena"
"18",-61472823804,40,8,0,34.74,16.8,"01",17,33.25,"Buena"
"19",-61472820204,36,9,0,32.75,15.9,"01",18,34.625,"Buena"
"20",-61472816604,38,10,0,31.43,13.5,"01",19,36,"Buena"
"21",-61472813004,32,11,0,30.27,9,"01",20,36.5,"Buena"
"22",-61472809404,27,12,0,29.09,8.6,"01",21,35.75,"Buena"
"23",-61472805804,7,17,0,26.03,4.8,"01",22,32,"Buena"
"24",-61472802204,5,20,0,24.75,4.3,"01",23,28,"Buena"
"25",-61472798604,7,23,0,22.88,4.5,"01",0,24,"Buena"
"26",-61472795004,7,24,0,21.7,4.1,"01",1,19.875,"Buena"
"27",-61472791404,7,23,0,21.42,6.3,"01",2,16.25,"Buena"
"28",-61472787804,9,21,0,21.95,6.3,"01",3,12.625,"Buena"
"29",-61472784204,23,22,0,21.18,11.3,"01",4,11.5,"Buena"
"30",-61472780604,34,20,0,19.48,12.3,"01",5,12.375,"Buena"
"31",-61472777004,33,23,0,17.81,16.1,"01",6,15.625,"Buena"
"32",-61472773404,29,32,0,14.75,7.5,"01",7,18.625,"Buena"
"33",-61472769804,30,35,0,12.26,8.1,"01",8,21.5,"Buena"
"34",-61472766204,28,35,0,11.34,6.9,"01",9,24.125,"Buena"
"35",-61472762604,25,35,0,10.95,8.7,"01",10,26.375,"Buena"
"36",-61472759004,27,31,0,10.96,11.3,"01",11,28.625,"Buena"
"37",-61472755404,29,27,0,12.44,10.3,"01",12,29.375,"Buena"
"38",-61472751804,31,26,0,13.15,13.6,"01",13,29,"Buena"
"39",-61472748204,32,25,0,14.14,14.2,"01",14,28.875,"Buena"
"40",-61472744604,33,24,0,14.18,13.4,"01",15,29.375,"Buena"
"41",-61472741004,34,23,0,14.13,11.6,"01",16,29.875,"Buena"
"42",-61472737404,35,22,0,13.53,11.4,"01",17,30.75,"Buena"
"43",-61472733804,34,23,0,11.81,9.8,"01",18,31.875,"Buena"
"44",-61472730204,32,23,0,10.36,7.2,"01",19,32.5,"Buena"
"45",-61472726604,34,21,0,9.32,4.7,"01",20,33.125,"Buena"
"46",-61472723004,31,21,0,8.85,4.6,"01",21,33.125,"Buena"
"47",-61472719404,35,20,0,8.44,3.6,"01",22,33.5,"Buena"
"48",-61472715804,30,20,0,8.02,5.9,"01",23,33.125,"Buena"
"49",-61472712204,31,21,0,7.57,6.9,"01",0,32.75,"Buena"
"50",-61472708604,33,22,0,7.16,6.6,"01",1,32.5,"Buena"
"51",-61472705004,27,25,0,6.06,3.8,"01",2,31.625,"Buena"
"52",-61472701404,25,28,0,5.52,4.5,"01",3,30.75,"Buena"
"53",-61472697804,15,30,0,5.09,5,"01",4,28.375,"Buena"
"54",-61472694204,17,32,0,4.58,3.4,"01",5,26.625,"Buena"
"55",-61472690604,6,33,0,4.33,4.5,"01",6,23,"Buena"
"56",-61472687004,4,35,0,3.42,2.7,"01",7,19.75,"Buena"
"57",-61472683404,4,35,0,4.08,2,"01",8,16.375,"Buena"
"58",-61472679804,10,28,0,8.15,4.6,"01",9,13.5,"Buena"
"59",-61472676204,15,26,0,8.9,6.7,"01",10,12,"Buena"
"60",-61472672604,22,25,0,9.98,7.7,"01",11,11.625,"Buena"
"61",-61472669004,39,23,0,11.44,7.9,"01",12,14.625,"Buena"
"62",-61472665404,40,19,0,12.39,9.6,"01",13,17.5,"Buena"
"63",-61472661804,42,19,0,13.94,9.1,"01",14,22,"Buena"
"64",-61472658204,43,20,0,14.64,11.4,"01",15,26.875,"Buena"
"65",-61472654604,43,20,0,14.72,12.8,"01",16,31.75,"Buena"
"66",-61472651004,41,20,0,15.09,11.7,"01",17,35.625,"Buena"
"67",-61472647404,36,21,0,13.97,10.8,"01",18,38.25,"Buena"
"68",-61472643804,29,21,0,12.78,10.1,"01",19,39.125,"Buena"
"69",-61472640204,25,22,0,11.77,8.2,"01",20,37.375,"Buena"
"70",-61472636604,22,22,0,11.04,7.5,"01",21,35.125,"Buena"
"71",-61472633004,15,24,0,10.43,4.4,"01",22,31.75,"Buena"
"72",-61472629404,11,24,0,9.8,3.2,"01",23,27.75,"Buena"
"73",-61472625804,24,27,0,9.53,6.7,"01",0,25.375,"Buena"
"74",-61472622204,30,30,0,9.11,6,"01",1,24,"Buena"
"75",-61472618604,29,33,0,8.54,3.9,"01",2,23.125,"Buena"
"76",-61472615004,16,36,0,7.73,5.8,"01",3,21.5,"Buena"
"77",-61472611404,4,39,0,5.72,4.5,"01",4,18.875,"Buena"
"78",-61472607804,9,40,0,5.82,4.9,"01",5,17.25,"Buena"
"79",-61472604204,5,43,0,5.85,5.9,"01",6,16,"Buena"
"80",-61472600604,7,46,0,6.17,4.5,"01",7,15.5,"Buena"
"81",-61472597004,4,46,0,6.3,4.2,"01",8,13,"Buena"
"82",-61472593404,5,39,0,9.85,3.2,"01",9,9.875,"Buena"
"83",-61472589804,13,32,0,12.08,5.6,"01",10,7.875,"Buena"
"84",-61472586204,21,26,0,14.97,4.4,"01",11,8.5,"Buena"
"85",-61472582604,28,22,0,16.92,5.3,"01",12,11.5,"Buena"
"86",-61472579004,35,20,0,18.36,7,"01",13,14.75,"Buena"
"87",-61472575404,39,18,0,19.83,8.1,"01",14,19,"Buena"
"88",-61472571804,43,17,0,21.78,6.7,"01",15,23.5,"Buena"
"89",-61472568204,47,17,0,22.23,6.8,"01",16,28.875,"Buena"
"90",-61472564604,52,17,0,22.63,6.2,"01",17,34.75,"Aceptable"
"91",-61472561004,29,22,0,20.62,4.6,"01",18,36.75,"Buena"
"92",-61472557404,5,28,0,18.16,4.3,"01",19,34.75,"Buena"
"93",-61472553804,6,31,0,17.03,4,"01",20,32,"Buena"
"94",-61472550204,6,32,0,15.96,2.6,"01",21,28.375,"Buena"
"95",-61472546604,6,34,0,14.96,3.4,"01",22,24.25,"Buena"
"97",-61472539404,5,40,0,12.76,3.1,"01",0,15.5714285714286,"Buena"
"98",-61472535804,4,40,0,12.15,4.5,"01",1,8.71428571428571,"Buena"
"99",-61472532204,4,41,0,11.77,3.4,"01",2,5.14285714285714,"Buena"
"100",-61472528604,4,43,0,11.55,3.2,"01",3,5,"Buena"
"110",-61472492604,44,8,0,29.65,4.2,"01",13,17.6666666666667,"Buena"
"111",-61472489004,48,7,0,29.8,6.5,"01",14,22,"Buena"
"112",-61472485404,53,6,0.176,29.69,7.7,"01",15,25.875,"Aceptable"
"113",-61472481804,56,6,0.019,29.41,8.1,"01",16,32.25,"Aceptable"
"114",-61472478204,117,14,0,28.06,11.9,"01",17,46.25,"Mala"
"115",-61472474604,65,17,0,25.7,9.4,"01",18,53.375,"Aceptable"
"116",-61472471004,26,20,0,23.67,7.5,"01",19,55,"Aceptable"
"117",-61472467404,6,22,0,22.06,7.2,"01",20,51.875,"Aceptable"
"118",-61472463804,4,25,0,19.98,2.4,"01",21,46.875,"Buena"
"119",-61472460204,4,27,0,19.1,2.8,"01",22,41.375,"Buena"
"120",-61472456604,5,29,0,17.81,4.6,"01",23,35.375,"Buena"
"121",-61472453004,5,31,0,16.78,3.7,"01",0,29,"Buena"
"122",-61472449404,4,34,0,15.37,3.3,"01",1,14.875,"Buena"
"123",-61472445804,4,37,0,14.5,2.8,"01",2,7.25,"Buena"
"124",-61472442204,4,37,0,13.81,5.8,"01",3,4.5,"Buena"
"135",-61472402604,69,13,0,29.41,6,"01",14,32.8333333333333,"Aceptable"
"136",-61472399004,81,12,0,30.03,7,"01",15,39.7142857142857,"Aceptable"
"137",-61472395404,85,11,0,29.91,9,"01",16,45.375,"Aceptable"
"138",-61472391804,79,12,0,29.08,10.8,"01",17,54.625,"Aceptable"
"139",-61472388204,51,19,0,27.01,10.5,"01",18,60,"Aceptable"
"140",-61472384604,22,25,0,24.7,7.7,"01",19,60.5,"Aceptable"
"141",-61472381004,4,28,0,22.96,3.8,"01",20,56.125,"Aceptable"
"142",-61472377404,4,33,0,21.17,4.2,"01",21,49.375,"Buena"
"143",-61472373804,4,36,0,19.88,3.1,"01",22,41.25,"Buena"
"144",-61472370204,6,39,0,18.75,2.3,"01",23,31.875,"Buena"
"145",-61472366604,5,41,0,18.2,2.3,"01",0,21.875,"Buena"
"146",-61472363004,20,46,0,16.6,8,"01",1,14.5,"Buena"
"147",-61472359404,33,54,0,16.49,4.1,"01",2,12.25,"Buena"
"148",-61472355804,32,51,0,16.19,5.6,"01",3,13.5,"Buena"
"149",-61472352204,32,51,0,14.67,5.9,"01",4,17,"Buena"
"150",-61472348604,29,51,0,13.94,5,"01",5,20.125,"Buena"
"152",-61472341404,19,47,0,12.35,5.5,"01",7,24.2857142857143,"Buena"
"153",-61472337804,16,44,0,11.81,5.4,"01",8,25.8571428571429,"Buena"
"154",-61472334204,13,44,0,11.57,5.9,"01",9,24.8571428571429,"Buena"
"155",-61472330604,13,54,0,11.73,6.2,"01",10,22,"Buena"
"156",-61472327004,17,69,0,11.46,8.3,"01",11,19.8571428571429,"Buena"
"157",-61472323404,19,67,0,12.9,5.9,"01",12,18,"Buena"
"158",-61472319804,18,65,0,12.94,7.9,"01",13,16.4285714285714,"Buena"
"159",-61472316204,17,65,0,13.07,7.9,"01",14,16.5,"Buena"
"160",-61472312604,17,66,0,13.3,7,"01",15,16.25,"Buena"
"161",-61472309004,17,67,0,13.67,6.9,"01",16,16.375,"Buena"
"162",-61472305404,14,69,0,13.61,7.4,"01",17,16.5,"Buena"
"163",-61472301804,4,72,0,13.03,7.5,"01",18,15.375,"Buena"
"164",-61472298204,3,74,0,12.74,7.7,"01",19,13.625,"Buena"
"165",-61472294604,4,74,0,12.34,7.6,"01",20,11.75,"Buena"
"166",-61472291004,5,74,0,12.06,7.7,"01",21,10.125,"Buena"
"167",-61472287404,7,74,0,11.83,7.3,"01",22,8.875,"Buena"
"168",-61472283804,6,73,0,11.63,6.9,"01",23,7.5,"Buena"
"169",-61472280204,6,73,0,11.41,6.2,"01",0,6.125,"Buena"
"170",-61472276604,6,73,0,11.31,5,"01",1,5.125,"Buena"
"171",-61472273004,3,74,0,10.98,5.3,"01",2,5,"Buena"
"172",-61472269404,3,75,0,10.93,4.7,"01",3,5,"Buena"
"173",-61472265804,3,75,0,11,4.3,"01",4,4.875,"Buena"
"183",-61472229804,51,44,0,22.9,7.4,"01",14,24.3333333333333,"Buena"
"184",-61472226204,61,41,0,24.23,5.5,"01",15,29.5714285714286,"Aceptable"
"185",-61472222604,57,42,0,23.62,8,"01",16,33,"Aceptable"
"186",-61472219004,50,46,0,23.12,7.3,"01",17,38.75,"Buena"
"187",-61472215404,60,46,0,22.89,5,"01",18,45,"Aceptable"
"188",-61472211804,38,50,0,21.67,3.1,"01",19,47.75,"Buena"
"189",-61472208204,6,55,0,20.33,3,"01",20,45.25,"Buena"
"190",-61472204604,4,62,0,19.34,4,"01",21,40.875,"Buena"
"191",-61472201004,3,70,0,18.5,2.9,"01",22,34.875,"Buena"
"193",-61472193804,5,74,0,16.68,1.9,"01",0,23.7142857142857,"Buena"
"194",-61472190204,4,74,0,16.11,3.3,"01",1,17.1428571428571,"Buena"
"195",-61472186604,4,74,0,15.47,3.3,"01",2,9.14285714285714,"Buena"
"196",-61472183004,4,70,0,14.95,3.4,"01",3,4.28571428571429,"Buena"
"198",-61472175804,3,71,0,14.03,1.8,"01",5,3.83333333333333,"Buena"
"199",-61472172204,4,73,0,13.8,3.6,"01",6,4,"Buena"
"200",-61472168604,3,74,0,13.67,2.4,"01",7,3.85714285714286,"Buena"
"201",-61472165004,3,74,0,13.72,2.7,"01",8,3.57142857142857,"Buena"
"203",-61472157804,8,50,0,19.88,4.9,"01",10,4.16666666666667,"Buena"
"204",-61472154204,32,43,0,22.52,7.9,"01",11,8.83333333333333,"Buena"
"205",-61472150604,44,37,0,24.96,8.3,"01",12,13.8571428571429,"Buena"
"206",-61472147004,49,47,0,26.08,8.3,"01",13,20.4285714285714,"Buena"
"207",-61472143404,46,45,0,27.18,9.2,"01",14,26.4285714285714,"Buena"
"208",-61472139804,43,41,0,27.45,11.1,"01",15,32.1428571428571,"Buena"
"209",-61472136204,40,43,0,25.68,14.8,"01",16,37.4285714285714,"Buena"
"210",-61472132604,38,45,0,24.49,14.5,"01",17,37.5,"Buena"
"211",-61472129004,30,54,0,21.71,7.5,"01",18,40.25,"Buena"
"212",-61472125404,29,58,0,20.25,6,"01",19,39.875,"Buena"
"213",-61472121804,28,61,0,19.37,4.8,"01",20,37.875,"Buena"
"214",-61472118204,27,64,0,19.03,6.1,"01",21,35.125,"Buena"
"215",-61472114604,30,65,0,18.72,6.4,"01",22,33.125,"Buena"
"216",-61472111004,36,42,0,18.71,8.2,"01",23,32.25,"Buena"
"217",-61472107404,31,30,0,17.34,17.2,"01",0,31.125,"Buena"
"218",-61472103804,31,31,0,16.42,17.8,"01",1,30.25,"Buena"
"219",-61472100204,30,32,0,15.17,18.4,"01",2,30.25,"Buena"
"220",-61472096604,29,34,0,14.09,17,"01",3,30.25,"Buena"
"221",-61472093004,28,34,0,13.27,16.2,"01",4,30.25,"Buena"
"222",-61472089404,26,37,0,12.44,14.1,"01",5,30.125,"Buena"
"223",-61472085804,24,39,0,11.88,11.4,"01",6,29.375,"Buena"
"224",-61472082204,20,41,0,11.15,8,"01",7,27.375,"Buena"
"225",-61472078604,18,41,0,10.87,7,"01",8,25.75,"Buena"
"226",-61472075004,18,40,0,11.09,3.9,"01",9,24.125,"Buena"
"227",-61472071404,18,40,0,10.97,8.4,"01",10,22.625,"Buena"
"229",-61472064204,22,38,0,11.13,13.6,"01",12,20.8571428571429,"Buena"
"230",-61472060604,25,37,0,11.92,10.1,"01",13,20.7142857142857,"Buena"
"231",-61472057004,26,35,0,12.48,8.5,"01",14,21,"Buena"
"232",-61472053404,26,34,0,12.76,9.3,"01",15,21.8571428571429,"Buena"
"233",-61472049804,25,33,0,12.9,9.4,"01",16,22.8571428571429,"Buena"
"234",-61472046204,23,33,0,13.02,8.5,"01",17,23.5714285714286,"Buena"
"235",-61472042604,20,33,0,12.74,7.1,"01",18,23.8571428571429,"Buena"
"236",-61472039004,20,33,0,11.61,7.5,"01",19,23.375,"Buena"
"237",-61472035404,22,34,0,10.9,4.7,"01",20,23.375,"Buena"
"238",-61472031804,21,35,0,10.83,5.3,"01",21,22.875,"Buena"
"239",-61472028204,22,39,0,10.89,5,"01",22,22.375,"Buena"
"240",-61472024604,24,45,0,11.22,2.7,"01",23,22.125,"Buena"
"241",-61472021004,23,48,0,11.29,3,"01",0,21.875,"Buena"
"242",-61472017404,24,46,0,11.32,2.6,"01",1,22,"Buena"
"243",-61472013804,23,45,0,11.34,2.7,"01",2,22.375,"Buena"
"244",-61472010204,24,44,0,11.42,2,"01",3,22.875,"Buena"
"245",-61472006604,25,44,0,11.44,2.3,"01",4,23.25,"Buena"
"246",-61472003004,24,40,0,11.03,4.9,"01",5,23.625,"Buena"
"247",-61471999404,26,36,0,10.49,5.5,"01",6,24.125,"Buena"
"248",-61471995804,22,37,0,10.18,4.3,"01",7,23.875,"Buena"
"249",-61471992204,20,39,0,9.91,4.4,"01",8,23.5,"Buena"
"250",-61471988604,15,38,0,10.22,3.5,"01",9,22.375,"Buena"
"251",-61471985004,11,36,0,11.04,3.7,"01",10,20.875,"Buena"
"252",-61471981404,18,34,0,11.82,5.4,"01",11,20.125,"Buena"
"253",-61471977804,18,34,0,12.91,4.5,"01",12,19.25,"Buena"
"254",-61471974204,22,33,0,13.91,4.5,"01",13,19,"Buena"
"255",-61471970604,28,35,0,14.78,5.8,"01",14,19.25,"Buena"
"256",-61471967004,35,35,0,15.18,7.8,"01",15,20.875,"Buena"
"257",-61471963404,34,36,0,14.67,8.6,"01",16,22.625,"Buena"
"258",-61471959804,42,36,0,14.57,10,"01",17,26,"Buena"
"259",-61471956204,52,37,0,13.67,9.7,"01",18,31.125,"Aceptable"
"260",-61471952604,30,39,0,12.64,9.8,"01",19,32.625,"Buena"
"261",-61471949004,27,40,0,11.87,11,"01",20,33.75,"Buena"
"263",-61471941804,17,43,0,11.02,6.6,"01",22,33.8571428571429,"Buena"
"264",-61471938204,16,43,0,10.72,4.9,"01",23,31.1428571428571,"Buena"
"265",-61471934604,5,45,0,10.16,2.8,"01",0,27,"Buena"
"266",-61471931004,6,46,0,9.61,1.7,"01",1,21.8571428571429,"Buena"
"267",-61471927404,5,48,0,9.28,2.5,"01",2,15.1428571428571,"Buena"
"268",-61471923804,4,51,0,8.8,2.9,"01",3,11.4285714285714,"Buena"
"269",-61471920204,4,52,0,8.41,3.9,"01",4,8.14285714285714,"Buena"
"270",-61471916604,4,52,0,8.26,2.5,"01",5,7.625,"Buena"
"272",-61471909404,3,51,0,8.94,3.1,"01",7,4.42857142857143,"Buena"
"273",-61471905804,4,50,0,9.48,1.6,"01",8,4.28571428571429,"Buena"
"274",-61471902204,4,49,0,10.19,2.4,"01",9,4,"Buena"
"275",-61471898604,5,44,0,11.97,2.8,"01",10,4,"Buena"
"276",-61471895004,8,40,0,13,3.8,"01",11,4.57142857142857,"Buena"
"277",-61471891404,14,39,0,13.67,6.1,"01",12,6,"Buena"
"278",-61471887804,14,37,0,14.33,4.6,"01",13,7.42857142857143,"Buena"
"279",-61471884204,19,35,0,15.92,5,"01",14,8.875,"Buena"
"280",-61471880604,23,34,0,16.18,5.7,"01",15,11.375,"Buena"
"281",-61471877004,25,34,0,16.52,7.5,"01",16,14,"Buena"
"282",-61471873404,30,34,0,16.93,5.6,"01",17,17.25,"Buena"
"283",-61471869804,13,35,0,16.65,5.5,"01",18,18.25,"Buena"
"284",-61471866204,5,38,0,15.33,3.2,"01",19,17.875,"Buena"
"285",-61471862604,4,45,0,14.31,6.1,"01",20,16.625,"Buena"
"286",-61471859004,4,55,0,13.09,6.8,"01",21,15.375,"Buena"
"287",-61471855404,10,52,0,12.4,4.7,"01",22,14.25,"Buena"
"288",-61471851804,5,51,0,11.57,3,"01",23,12,"Buena"
"289",-61471848204,4,55,0,10.84,3.9,"01",0,9.375,"Buena"
"290",-61471844604,4,60,0,10.08,4.9,"01",1,6.125,"Buena"
"291",-61471841004,4,60,0,9.75,4,"01",2,5,"Buena"
"304",-61471794204,52,24,0,26.17,8.2,"01",15,31.3333333333333,"Aceptable"
"305",-61471790604,55,23,0,26.17,7.9,"01",16,34.7142857142857,"Aceptable"
"306",-61471787004,56,23,0,25.7,8.9,"01",17,37.375,"Aceptable"
"307",-61471783404,39,24,0,24.02,6.7,"01",18,40.75,"Buena"
"308",-61471779804,18,29,0,21.46,6.9,"01",19,41.125,"Buena"
"309",-61471776204,7,31,0,19.94,6.1,"01",20,38.625,"Buena"
"310",-61471772604,14,33,0,18.95,5.7,"01",21,35.75,"Buena"
"311",-61471769004,7,35,0,17.78,4.7,"01",22,31,"Buena"
"312",-61471765404,6,37,0,16.43,2.8,"01",23,25.25,"Buena"
"313",-61471761804,5,41,0,15.01,2.4,"01",0,19,"Buena"
"314",-61471758204,4,44,0,13.67,3.8,"01",1,12.5,"Buena"
"315",-61471754604,4,48,0,12.77,2.3,"01",2,8.125,"Buena"
"316",-61471751004,4,50,0,12.17,1.8,"01",3,6.375,"Buena"
"318",-61471743804,3,52,0,11.26,2.1,"01",5,4.71428571428571,"Buena"
"319",-61471740204,3,53,0,10.69,3.2,"01",6,4.14285714285714,"Buena"
"320",-61471736604,4,54,0,10.57,2.8,"01",7,3.85714285714286,"Buena"
"321",-61471733004,4,55,0,10.35,2.8,"01",8,3.71428571428571,"Buena"
"322",-61471729404,5,47,0,14.31,2.7,"01",9,3.85714285714286,"Buena"
"323",-61471725804,6,36,0,18.72,3.7,"01",10,4.14285714285714,"Buena"
"324",-61471722204,15,29,0,21.94,4.5,"01",11,5.71428571428571,"Buena"
"325",-61471718604,35,23,0,24.26,5.1,"01",12,9.375,"Buena"
"326",-61471715004,52,19,0,5.3,5.3,"01",13,15.5,"Aceptable"
"328",-61471707804,83,20,0,26.93,8.2,"01",15,32.75,"Aceptable"
"329",-61471704204,86,20,0,27.29,7.6,"01",16,43,"Aceptable"
"330",-61471700604,84,22,0,27.05,8.3,"01",17,52.875,"Aceptable"
"331",-61471697004,66,26,0,25.74,5.8,"01",18,60.375,"Aceptable"
"332",-61471693404,12,31,0,22.85,3.4,"01",19,60,"Aceptable"
"333",-61471689804,6,35,0,21.28,2.2,"01",20,56.375,"Aceptable"
"334",-61471686204,6,38,0,20.28,3.9,"01",21,50.625,"Buena"
"336",-61471679004,5,41,0,17.86,4.6,"01",23,37.8571428571429,"Buena"
"337",-61471675404,4,39,0,17.78,6.2,"01",0,26.1428571428571,"Buena"
"338",-61471671804,4,40,0,18.74,8,"01",1,14.7142857142857,"Buena"
"339",-61471668204,10,33,0,19.82,8.6,"01",2,6.71428571428571,"Buena"
"340",-61471664604,16,29,0,20.2,8.1,"01",3,7.28571428571429,"Buena"
"341",-61471661004,4,42,0,16.21,3.5,"01",4,7,"Buena"
"342",-61471657404,6,41,0,16.18,5.2,"01",5,7,"Buena"
"343",-61471653804,33,26,0,18.96,13.6,"01",6,10.25,"Buena"
"344",-61471650204,30,26,0,16.55,24.8,"01",7,13.375,"Buena"
"345",-61471646604,29,30,0,15.25,28.4,"01",8,16.5,"Buena"
"346",-61471643004,28,33,0,14.58,27.5,"01",9,19.5,"Buena"
"347",-61471639404,30,34,0,14.52,27.9,"01",10,22,"Buena"
"348",-61471635804,32,30,0,14.94,26.4,"01",11,24,"Buena"
"349",-61471632204,35,25,0,15.5,25.3,"01",12,27.875,"Buena"
"350",-61471628604,35,21,0,16.18,22.4,"01",13,31.5,"Buena"
"351",-61471625004,36,19,0,18.42,15.4,"01",14,31.875,"Buena"
"352",-61471621404,35,20,0,18.03,14.7,"01",15,32.5,"Buena"
"353",-61471617804,34,22,0,17,17.4,"01",16,33.125,"Buena"
"354",-61471614204,36,21,0,17.38,19.1,"01",17,34.125,"Buena"
"355",-61471610604,36,18,0,16.4,17.9,"01",18,34.875,"Buena"
"356",-61471607004,35,17,0,14.15,12.6,"01",19,35.25,"Buena"
"357",-61471603404,33,18,0,13.2,6.7,"01",20,35,"Buena"
"358",-61471599804,35,18,0,12.19,5.3,"01",21,35,"Buena"
"359",-61471596204,32,20,0,11.63,6.6,"01",22,34.5,"Buena"
"360",-61471592604,27,20,0,11.43,4.2,"01",23,33.5,"Buena"
"361",-61471589004,6,23,0,10.73,3.3,"01",0,30,"Buena"
"362",-61471585404,4,25,0,9.91,3.3,"01",1,26,"Buena"
"363",-61471581804,4,28,0,9.03,2.7,"01",2,22,"Buena"
"364",-61471578204,5,28,0,9.25,4.1,"01",3,18.25,"Buena"
"365",-61471574604,10,27,0,8.37,3.5,"01",4,15.375,"Buena"
"366",-61471571004,12,27,0,8.14,3,"01",5,12.5,"Buena"
"367",-61471567404,11,29,0,7.26,2.5,"01",6,9.875,"Buena"
"368",-61471563804,5,33,0,6.46,4.2,"01",7,7.125,"Buena"
"369",-61471560204,4,36,0,5.44,5.8,"01",8,6.875,"Buena"
"370",-61471556604,5,32,0,8.62,4.7,"01",9,7,"Buena"
"371",-61471553004,10,25,0,12.56,3.5,"01",10,7.75,"Buena"
"372",-61471549404,22,19,0,14.96,4.5,"01",11,9.875,"Buena"
"373",-61471545804,29,17,0,15.69,6.2,"01",12,12.25,"Buena"
"374",-61471542204,36,16,0,16.79,6.9,"01",13,15.25,"Buena"
"375",-61471538604,40,15,0,18.09,8.7,"01",14,18.875,"Buena"
"376",-61471535004,43,15,0,19.34,8.5,"01",15,23.625,"Buena"
"377",-61471531404,47,15,0,19.67,9.1,"01",16,29,"Buena"
"378",-61471527804,49,15,0,19.8,8.3,"01",17,34.5,"Buena"
"379",-61471524204,40,18,0,18.35,8.4,"01",18,38.25,"Buena"
"380",-61471520604,23,21,0,16.38,6.7,"01",19,38.375,"Buena"
"381",-61471517004,6,23,0,15.17,3.4,"01",20,35.5,"Buena"
"382",-61471513404,7,25,0,14.41,3,"01",21,31.875,"Buena"
"383",-61471509804,6,28,0,13.1,2.6,"01",22,27.625,"Buena"
"384",-61471506204,7,30,0,12.07,3.6,"01",23,23.125,"Buena"
"385",-61471502604,6,31,0,10.79,4.3,"01",0,18,"Buena"
"386",-61471499004,5,32,0,9.79,4.9,"01",1,12.5,"Buena"
"387",-61471495404,4,32,0,9.47,5.9,"01",2,8,"Buena"
"388",-61471491804,5,30,0,9.45,7.3,"01",3,5.75,"Buena"
"389",-61471488204,4,33,0,8.27,3.9,"01",4,5.5,"Buena"
"390",-61471484604,4,36,0,7.28,3.3,"01",5,5.125,"Buena"
"391",-61471481004,4,37,0,6.64,4.1,"01",6,4.875,"Buena"
"392",-61471477404,5,37,0,6.63,4.3,"01",7,4.625,"Buena"
"393",-61471473804,4,33,0,7.06,3.8,"01",8,4.375,"Buena"
"394",-61471470204,5,27,0,12.82,2.3,"01",9,4.375,"Buena"
"395",-61471466604,6,21,0,17.34,3.3,"01",10,4.625,"Buena"
"396",-61471463004,17,16,0,21.07,3.2,"01",11,6.125,"Buena"
"397",-61471459404,28,11,0,23.88,3.9,"01",12,9.125,"Buena"
"398",-61471455804,40,8,0,23.64,7.5,"01",13,13.625,"Buena"
"399",-61471452204,47,8,0,23.7,8.7,"01",14,19,"Buena"
"400",-61471448604,50,9,0,24.56,8.1,"01",15,24.625,"Buena"
"401",-61471445004,77,10,0,24.45,10.1,"01",16,33.75,"Aceptable"
"402",-61471441404,78,12,0,23.74,11.3,"01",17,42.875,"Aceptable"
"403",-61471437804,67,14,0,22.17,11.8,"01",18,50.5,"Aceptable"
"404",-61471434204,33,18,0,19.69,9,"01",19,52.5,"Aceptable"
"405",-61471430604,11,19,0,17.88,5.8,"01",20,50.375,"Buena"
"406",-61471427004,5,20,0,16.53,3.5,"01",21,46,"Buena"
"407",-61471423404,4,22,0,15.63,3.7,"01",22,40.625,"Buena"
"408",-61471419804,5,27,0,14.97,5.2,"01",23,35,"Buena"
"409",-61471416204,14,46,0,14.04,5.7,"01",0,27.125,"Buena"
"410",-61471412604,11,53,0,12.86,3.2,"01",1,18.75,"Buena"
"411",-61471409004,5,59,0,11.38,3.6,"01",2,11,"Buena"
"412",-61471405404,3,64,0,10.05,4.2,"01",3,7.25,"Buena"
"413",-61471401804,3,67,0,9.87,4.1,"01",4,6.25,"Buena"
"414",-61471398204,3,62,0,9.72,4.8,"01",5,6,"Buena"
"415",-61471394604,4,61,0,9.35,4.8,"01",6,6,"Buena"
"416",-61471391004,4,59,0,9.2,3.5,"01",7,5.875,"Buena"
"417",-61471387404,4,60,0,9.01,3.2,"01",8,4.625,"Buena"
"418",-61471383804,5,46,0,11.86,4,"01",9,3.875,"Buena"
"419",-61471380204,6,37,0,16.36,3.4,"01",10,4,"Buena"
"420",-61471376604,16,29,0,19.66,4.2,"01",11,5.625,"Buena"
"421",-61471373004,32,20,0,22.56,5.2,"01",12,9.25,"Buena"
"422",-61471369404,42,21,0,23.63,6.8,"01",13,14.125,"Buena"
