"","date","O3","RH","SR","TOUT","WSR","MONTH","HORA","O3P","CALIDAD"
"8",1641042000,13,56,0.001,16.48,4.4,"01",7,17.625,"Buena"
"9",1641045600,5,54,0.009,16.29,3.7,"01",8,15.625,"Buena"
"10",1641049200,10,50,0.086,17.93,5.3,"01",9,13.5,"Buena"
"11",1641052800,17,36,0.292,23.59,4.3,"01",10,12.625,"Buena"
"12",1641056400,22,25,0.417,29.51,5,"01",11,13.5,"Buena"
"13",1641060000,32,17,0.49,32.96,5.6,"01",12,15.375,"Buena"
"14",1641063600,38,15,0.522,34.05,5.6,"01",13,18.5,"Buena"
"15",1641067200,46,12,0.496,34.99,6.4,"01",14,22.875,"Buena"
"16",1641070800,51,13,0.428,34.83,10.1,"01",15,27.625,"Buena"
"17",1641074400,52,14,0.305,34.97,7.6,"01",16,33.5,"Aceptable"
"18",1641078000,49,16,0.152,33.69,7,"01",17,38.375,"Buena"
"19",1641081600,35,19,0.017,30.25,5.7,"01",18,40.625,"Buena"
"20",1641085200,16,23,0.001,26.3,5.2,"01",19,39.875,"Buena"
"21",1641088800,13,25,0.001,23.89,4.4,"01",20,37.5,"Buena"
"22",1641092400,11,26,0.001,22.44,5,"01",21,34.125,"Buena"
"23",1641096000,13,27,0.001,21.63,4.3,"01",22,30,"Buena"
"24",1641099600,10,30,0.001,20.65,3.4,"01",23,24.875,"Buena"
"25",1641103200,5,37,0.001,19.24,2.7,"01",0,19,"Buena"
"26",1641106800,4,41,0.001,18.49,3.7,"01",1,13.375,"Buena"
"27",1641110400,12,38,0.001,18.68,3.6,"01",2,10.5,"Buena"
"28",1641114000,15,35,0.001,18.66,3.9,"01",3,10.375,"Buena"
"29",1641117600,25,25,0.001,20.97,8,"01",4,11.875,"Buena"
"30",1641121200,38,20,0.001,20.14,8.8,"01",5,15.25,"Buena"
"31",1641124800,36,22,0.001,18.84,10.8,"01",6,18.125,"Buena"
"32",1641128400,32,30,0.001,16.27,11.1,"01",7,20.875,"Buena"
"33",1641132000,31,36,0.009,13.3,11,"01",8,24.125,"Buena"
"34",1641135600,31,36,0.134,11.75,9.3,"01",9,27.5,"Buena"
"35",1641139200,27,38,0.303,10.28,11,"01",10,29.375,"Buena"
"36",1641142800,28,35,0.428,10.71,9.8,"01",11,31,"Buena"
"37",1641146400,29,31,0.511,11.84,9.2,"01",12,31.5,"Buena"
"38",1641150000,31,30,0.541,13.07,8.7,"01",13,30.625,"Buena"
"39",1641153600,34,28,0.519,14.1,8.1,"01",14,30.375,"Buena"
"40",1641157200,36,26,0.446,15.1,7.6,"01",15,30.875,"Buena"
"41",1641160800,35,25,0.329,14.84,7.6,"01",16,31.375,"Buena"
"42",1641164400,34,25,0.179,14.21,7.7,"01",17,31.75,"Buena"
"43",1641168000,32,25,0.019,12.29,7.7,"01",18,32.375,"Buena"
"44",1641171600,28,25,0.001,11.49,6,"01",19,32.375,"Buena"
"45",1641175200,29,25,0.001,10.44,7.8,"01",20,32.375,"Buena"
"46",1641178800,31,23,0.001,9.89,6.7,"01",21,32.375,"Buena"
"47",1641182400,13,32,0.001,8.37,3.8,"01",22,29.75,"Buena"
"48",1641186000,13,37,0.001,7.41,6.5,"01",23,26.875,"Buena"
"49",1641189600,15,38,0.001,7.34,6.4,"01",0,24.375,"Buena"
"50",1641193200,20,39,0.001,6.74,7.3,"01",1,22.625,"Buena"
"51",1641196800,23,43,0.001,5.81,7.8,"01",2,21.5,"Buena"
"52",1641200400,29,35,0.001,6.29,6.9,"01",3,21.625,"Buena"
"53",1641204000,28,40,0.001,5.2,9.3,"01",4,21.5,"Buena"
"54",1641207600,26,41,0.001,4.77,9.5,"01",5,20.875,"Buena"
"55",1641211200,23,38,0.001,4.79,10.3,"01",6,22.125,"Buena"
"56",1641214800,18,38,0.001,4.73,7.1,"01",7,22.75,"Buena"
"57",1641218400,11,42,0.008,4.08,5.6,"01",8,22.25,"Buena"
"58",1641222000,10,39,0.138,5.5,7.7,"01",9,21,"Buena"
"59",1641225600,26,27,0.307,8.8,8.4,"01",10,21.375,"Buena"
"60",1641229200,32,22,0.435,10.67,10.6,"01",11,21.75,"Buena"
"61",1641232800,39,19,0.519,13.38,7.8,"01",12,23.125,"Buena"
"62",1641236400,41,21,0.55,14.99,7.9,"01",13,25,"Buena"
"63",1641240000,40,22,0.524,15.24,9.7,"01",14,27.125,"Buena"
"64",1641243600,43,21,0.445,15.67,9.8,"01",15,30.25,"Buena"
"65",1641247200,44,21,0.329,15.59,12.7,"01",16,34.375,"Buena"
"66",1641250800,43,20,0.189,15.21,15.3,"01",17,38.5,"Buena"
"67",1641254400,38,21,0.019,14.17,12.4,"01",18,40,"Buena"
"68",1641258000,35,22,0.002,13.19,10.8,"01",19,40.375,"Buena"
"69",1641261600,33,23,0.001,12.12,8.4,"01",20,39.625,"Buena"
"70",1641265200,30,24,0.001,11.3,8.2,"01",21,38.25,"Buena"
"71",1641268800,34,25,0.001,10.65,8,"01",22,37.5,"Buena"
"72",1641272400,35,27,0.001,10.07,6.3,"01",23,36.5,"Buena"
"73",1641276000,31,28,0.001,9.46,5.6,"01",0,34.875,"Buena"
"74",1641279600,28,32,0.001,8.46,5.7,"01",1,33,"Buena"
"75",1641283200,29,36,0.001,7.91,8.5,"01",2,31.875,"Buena"
"76",1641286800,29,40,0.001,6.72,5,"01",3,31.125,"Buena"
"77",1641290400,25,43,0.001,6.45,3.5,"01",4,30.125,"Buena"
"78",1641294000,21,47,0.001,6.94,5.8,"01",5,29,"Buena"
"79",1641297600,12,46,0.001,6.81,6.3,"01",6,26.25,"Buena"
"80",1641301200,4,47,0.001,6.47,5.1,"01",7,22.375,"Buena"
"81",1641304800,4,49,0.008,5.7,6.3,"01",8,19,"Buena"
"82",1641308400,6,43,0.121,7.97,4.4,"01",9,16.25,"Buena"
"83",1641312000,12,32,0.28,11.76,4.3,"01",10,14.125,"Buena"
"84",1641315600,18,28,0.403,13.94,4.7,"01",11,12.75,"Buena"
"85",1641319200,22,23,0.484,16.36,4,"01",12,12.375,"Buena"
"86",1641322800,31,21,0.521,18.82,5.9,"01",13,13.625,"Buena"
"87",1641326400,37,21,0.499,20.48,5.5,"01",14,16.75,"Buena"
"88",1641330000,48,18,0.432,22.4,7.9,"01",15,22.25,"Buena"
"89",1641333600,50,20,0.314,22.88,5.8,"01",16,28,"Buena"
"90",1641337200,45,22,0.174,22.4,7.3,"01",17,32.875,"Buena"
"91",1641340800,33,29,0.02,19.14,3.7,"01",18,35.5,"Buena"
"92",1641344400,10,36,0.001,16.96,3.5,"01",19,34.5,"Buena"
"93",1641348000,14,40,0.001,15.46,3.6,"01",20,33.5,"Buena"
"94",1641351600,5,47,0.001,13.43,2.8,"01",21,30.25,"Buena"
"95",1641355200,4,50,0.001,12.07,2.6,"01",22,26.125,"Buena"
"96",1641358800,3,56,0.001,10.78,2.1,"01",23,20.5,"Buena"
"97",1641362400,3,58,0.001,10.22,2.3,"01",0,14.625,"Buena"
"98",1641366000,3,61,0.001,9.17,1.9,"01",1,9.375,"Buena"
"100",1641373200,4,65,0.001,8.22,2.1,"01",3,5.14285714285714,"Buena"
"101",1641376800,3,66,0.001,7.85,2.2,"01",4,3.57142857142857,"Buena"
"102",1641380400,5,64,0.001,8.03,2.8,"01",5,3.57142857142857,"Buena"
"103",1641384000,5,61,0.001,8.71,3.8,"01",6,3.71428571428571,"Buena"
"104",1641387600,3,61,0.001,8.22,2.9,"01",7,3.71428571428571,"Buena"
"105",1641391200,3,59,0.007,8.33,2.7,"01",8,3.71428571428571,"Buena"
"106",1641394800,5,47,0.139,12.07,3.6,"01",9,4,"Buena"
"107",1641398400,7,30,0.306,18.55,3,"01",10,4.375,"Buena"
"108",1641402000,20,19,0.432,22.94,3.6,"01",11,6.375,"Buena"
"109",1641405600,30,13,0.514,25.58,5.1,"01",12,9.75,"Buena"
"110",1641409200,40,11,0.545,27,5.6,"01",13,14.125,"Buena"
"111",1641412800,55,11,0.518,28.15,6.2,"01",14,20.375,"Aceptable"
"112",1641416400,64,11,0.444,29.26,6.4,"01",15,28,"Aceptable"
"113",1641420000,59,11,0.329,28.93,9.1,"01",16,35,"Aceptable"
"114",1641423600,68,13,0.184,27.76,13.2,"01",17,42.875,"Aceptable"
"115",1641427200,72,18,0.022,25.41,10.9,"01",18,51,"Aceptable"
"116",1641430800,42,21,0.001,23.25,7.2,"01",19,53.75,"Aceptable"
"117",1641434400,46,24,0.001,21.88,6.1,"01",20,55.75,"Aceptable"
"118",1641438000,35,30,0.001,19.54,7.7,"01",21,55.125,"Aceptable"
"119",1641441600,31,33,0.001,18.04,6.3,"01",22,52.125,"Aceptable"
"120",1641445200,33,36,0.001,16.86,6.6,"01",23,48.25,"Buena"
"121",1641448800,36,38,0.001,15.77,5,"01",0,45.375,"Buena"
"122",1641452400,29,42,0.001,13.97,3.5,"01",1,40.5,"Buena"
"123",1641456000,26,45,0.001,13.63,3.7,"01",2,34.75,"Buena"
"124",1641459600,30,48,0.001,12.67,2.8,"01",3,33.25,"Buena"
"125",1641463200,17,53,0.001,11.45,2.2,"01",4,29.625,"Buena"
"126",1641466800,16,57,0.001,10.69,2.5,"01",5,27.25,"Buena"
"127",1641470400,9,58,0.001,10.15,2.1,"01",6,24.5,"Buena"
"128",1641474000,3,58,0.001,10.1,2.8,"01",7,20.75,"Buena"
"129",1641477600,3,59,0.007,9.78,2.4,"01",8,16.625,"Buena"
"130",1641481200,5,52,0.131,12.52,3.3,"01",9,13.625,"Buena"
"131",1641484800,9,34,0.297,18.51,3.6,"01",10,11.5,"Buena"
"132",1641488400,29,21,0.424,23.11,4,"01",11,11.375,"Buena"
"133",1641492000,60,17,0.512,26.19,4.7,"01",12,16.75,"Aceptable"
"134",1641495600,46,16,0.541,26.95,6.2,"01",13,20.5,"Buena"
"135",1641499200,60,14,0.521,28,6.4,"01",14,26.875,"Aceptable"
"136",1641502800,86,11,0.452,28.45,7.6,"01",15,37.25,"Aceptable"
"137",1641506400,89,9,0.33,28.73,9.4,"01",16,48,"Aceptable"
"138",1641510000,80,11,0.178,28.04,7.5,"01",17,57.375,"Aceptable"
"139",1641513600,54,16,0.023,24.87,5.5,"01",18,63,"Aceptable"
"140",1641517200,47,23,0.001,22.74,7.7,"01",19,65.25,"Aceptable"
"141",1641520800,48,28,0.001,22.05,7.6,"01",20,63.75,"Aceptable"
"142",1641524400,53,30,0.001,21.11,6.5,"01",21,64.625,"Aceptable"
"143",1641528000,44,35,0.001,18.77,6.2,"01",22,62.625,"Aceptable"
"144",1641531600,38,39,0.001,17.55,5.3,"01",23,56.625,"Aceptable"
"145",1641535200,51,41,0.001,19.27,6.9,"01",0,51.875,"Aceptable"
"146",1641538800,48,48,0.001,18.61,5.9,"01",1,47.875,"Buena"
"147",1641542400,27,57,0.002,18.04,8.8,"01",2,44.5,"Buena"
"148",1641546000,25,64,0.001,16.76,5.4,"01",3,41.75,"Buena"
"149",1641549600,33,56,0.002,15.93,6.7,"01",4,39.875,"Buena"
"150",1641553200,33,70,0.003,13.19,7.1,"01",5,37.375,"Buena"
"151",1641556800,28,70,0.002,12.81,4.9,"01",6,35.375,"Buena"
"152",1641560400,21,76,0.002,11.95,5.5,"01",7,33.25,"Buena"
"153",1641564000,16,84,0.004,10.85,5.2,"01",8,28.875,"Buena"
"154",1641567600,9,86,0.012,10.61,4.4,"01",9,24,"Buena"
"155",1641571200,9,87,0.028,10.21,3.9,"01",10,21.75,"Buena"
"156",1641574800,6,87,0.045,10.44,2.8,"01",11,19.375,"Buena"
"157",1641578400,17,85,0.126,11.26,5.6,"01",12,17.375,"Buena"
"158",1641582000,18,80,0.117,12.39,4,"01",13,15.5,"Buena"
"159",1641585600,14,76,0.131,12.98,4.3,"01",14,13.75,"Buena"
"160",1641589200,19,72,0.134,13.15,6.1,"01",15,13.5,"Buena"
"161",1641592800,19,70,0.153,13.3,5.9,"01",16,13.875,"Buena"
"162",1641596400,15,70,0.116,13.28,6,"01",17,14.625,"Buena"
"163",1641600000,9,73,0.03,12.68,4.9,"01",18,14.625,"Buena"
"164",1641603600,4,77,0.002,11.69,2.9,"01",19,14.375,"Buena"
"165",1641607200,7,77,0.002,11.43,5.5,"01",20,13.125,"Buena"
"166",1641610800,15,74,0.003,11.72,9,"01",21,12.75,"Buena"
"167",1641614400,13,75,0.003,11.38,8.4,"01",22,12.625,"Buena"
"168",1641618000,13,76,0.003,10.98,7.4,"01",23,11.875,"Buena"
"169",1641621600,13,76,0.003,10.94,6.2,"01",0,11.125,"Buena"
"171",1641628800,7,78,0.001,10.64,2.8,"01",2,10.2857142857143,"Buena"
"172",1641632400,5,79,0.002,10.69,5.2,"01",3,10.4285714285714,"Buena"
"173",1641636000,3,79,0.001,10.51,5.1,"01",4,9.85714285714286,"Buena"
"174",1641639600,2,79,0.002,10.84,4.5,"01",5,8,"Buena"
"175",1641643200,2,80,0.001,10.26,3.1,"01",6,6.42857142857143,"Buena"
"176",1641646800,2,83,0.001,9.48,2.1,"01",7,4.85714285714286,"Buena"
"178",1641654000,3,81,0.091,10.52,4.9,"01",9,3.42857142857143,"Buena"
"179",1641657600,9,73,0.272,13.68,4.8,"01",10,3.71428571428571,"Buena"
"180",1641661200,17,62,0.376,17.07,6.7,"01",11,5.42857142857143,"Buena"
"181",1641664800,24,54,0.473,19.89,4.8,"01",12,8.42857142857143,"Buena"
"182",1641668400,31,49,0.446,21.81,4.7,"01",13,12.5714285714286,"Buena"
"183",1641672000,44,44,0.366,23.8,4.9,"01",14,18.5714285714286,"Buena"
"184",1641675600,47,46,0.265,23.92,5.1,"01",15,25,"Buena"
"185",1641679200,48,48,0.13,23.32,2.6,"01",16,27.875,"Buena"
"186",1641682800,48,44,0.114,24.2,8.4,"01",17,33.5,"Buena"
"187",1641686400,42,44,0.037,23.58,5.6,"01",18,37.625,"Buena"
"188",1641690000,26,54,0.002,21.07,3.3,"01",19,38.75,"Buena"
"189",1641693600,6,63,0.001,19.19,2.5,"01",20,36.5,"Buena"
"190",1641697200,3,68,0.001,17.84,2.8,"01",21,33,"Buena"
"191",1641700800,3,70,0.001,16.63,2.2,"01",22,27.875,"Buena"
"192",1641704400,3,72,0.001,15.5,1.9,"01",23,22.375,"Buena"
"194",1641711600,4,75,0.001,14.2,2.8,"01",1,12.4285714285714,"Buena"
"195",1641715200,3,76,0.001,13.61,2.5,"01",2,6.85714285714286,"Buena"
"196",1641718800,3,79,0.001,12.79,2.1,"01",3,3.57142857142857,"Buena"
"197",1641722400,2,82,0.001,12.05,2.1,"01",4,3,"Buena"
"198",1641726000,3,83,0.001,11.7,2.1,"01",5,3,"Buena"
"199",1641729600,3,83,0.001,11.72,2.4,"01",6,3,"Buena"
"200",1641733200,2,83,0.001,11.73,2.8,"01",7,2.85714285714286,"Buena"
"201",1641736800,2,82,0.007,11.31,2.3,"01",8,2.75,"Buena"
"202",1641740400,4,77,0.117,13.82,2,"01",9,2.75,"Buena"
"203",1641744000,13,52,0.268,18.41,6.7,"01",10,4,"Buena"
"204",1641747600,35,52,0.407,20.97,7.9,"01",11,8,"Buena"
"205",1641751200,46,45,0.489,23.66,7.5,"01",12,13.5,"Buena"
"206",1641754800,79,40,0.523,24.54,9.4,"01",13,23,"Aceptable"
"207",1641758400,86,46,0.5,25.55,8.7,"01",14,33.375,"Aceptable"
"208",1641762000,81,50,0.421,26.16,9.3,"01",15,43.25,"Aceptable"
"209",1641765600,63,49,0.3,26.29,9.7,"01",16,50.875,"Aceptable"
"210",1641769200,47,52,0.193,25.28,10.9,"01",17,56.25,"Aceptable"
"211",1641772800,38,57,0.03,23.31,10.7,"01",18,59.375,"Aceptable"
"212",1641776400,33,61,0.002,21.95,8.3,"01",19,59.125,"Aceptable"
"213",1641780000,32,57,0.002,20.91,6.8,"01",20,57.375,"Aceptable"
"214",1641783600,31,61,0.002,19.74,7.3,"01",21,51.375,"Aceptable"
"215",1641787200,34,63,0.002,19.41,9.6,"01",22,44.875,"Buena"
"216",1641790800,35,60,0.002,19.17,6.8,"01",23,39.125,"Buena"
"217",1641794400,33,41,0.002,18.71,10.4,"01",0,35.375,"Buena"
"218",1641798000,31,31,0.002,17.23,7.8,"01",1,33.375,"Buena"
"219",1641801600,30,32,0.002,16.38,10.2,"01",2,32.375,"Buena"
"220",1641805200,29,34,0.002,15.22,10.8,"01",3,31.875,"Buena"
"221",1641808800,30,36,0.002,14.02,8.4,"01",4,31.625,"Buena"
"222",1641812400,28,36,0.002,13.08,8.3,"01",5,31.25,"Buena"
"223",1641816000,25,40,0.002,12.33,8.3,"01",6,30.125,"Buena"
"224",1641819600,22,44,0.002,11.45,8.3,"01",7,28.5,"Buena"
"226",1641826800,15,45,0.022,10.78,7.4,"01",9,24.625,"Buena"
"227",1641830400,12,44,0.05,11.05,5.9,"01",10,22.375,"Buena"
"228",1641834000,12,43,0.076,11.38,6.6,"01",11,20.25,"Buena"
"229",1641837600,15,42,0.076,11.37,8.5,"01",12,18.375,"Buena"
"230",1641841200,17,41,0.129,11.28,7.7,"01",13,17,"Buena"
"231",1641844800,19,39,0.11,11.63,5.5,"01",14,16.25,"Buena"
"232",1641848400,17,39,0.075,11.74,5.5,"01",15,15.625,"Buena"
"233",1641852000,16,38,0.062,11.89,6.4,"01",16,15.375,"Buena"
"234",1641855600,18,37,0.037,12.09,6,"01",17,15.75,"Buena"
"235",1641859200,15,37,0.011,12.31,5.4,"01",18,16.125,"Buena"
"236",1641862800,17,37,0.002,12.29,4.8,"01",19,16.75,"Buena"
"237",1641866400,15,36,0.002,11.55,5.6,"01",20,16.75,"Buena"
"238",1641870000,19,35,0.002,11.39,7.3,"01",21,17,"Buena"
"239",1641873600,19,36,0.002,11.26,6.2,"01",22,17,"Buena"
"240",1641877200,19,39,0.002,11.17,5.1,"01",23,17.25,"Buena"
"241",1641880800,26,42,0.002,11.26,5.3,"01",0,18.5,"Buena"
"242",1641884400,24,45,0.002,11.13,3,"01",1,19.25,"Buena"
"243",1641888000,22,46,0.002,11.02,2.4,"01",2,20.125,"Buena"
"244",1641891600,19,48,0.002,10.91,2.6,"01",3,20.375,"Buena"
"245",1641895200,15,51,0.002,10.89,5.3,"01",4,20.375,"Buena"
"246",1641898800,11,52,0.002,10.72,3.7,"01",5,19.375,"Buena"
"247",1641902400,13,53,0.002,10.52,2.1,"01",6,18.625,"Buena"
"248",1641906000,18,42,0.002,10.64,4.4,"01",7,18.5,"Buena"
"249",1641909600,15,38,0.006,10.44,6.7,"01",8,17.125,"Buena"
"250",1641913200,13,40,0.029,10.46,4,"01",9,15.75,"Buena"
"251",1641916800,12,45,0.09,10.93,6.5,"01",10,14.5,"Buena"
"252",1641920400,16,48,0.124,11.25,7.7,"01",11,14.125,"Buena"
"253",1641924000,22,46,0.159,11.84,5.4,"01",12,15,"Buena"
"254",1641927600,22,42,0.26,12.99,5,"01",13,16.375,"Buena"
"255",1641931200,34,40,0.521,14.42,6.9,"01",14,19,"Buena"
"256",1641934800,41,39,0.408,14.83,7.5,"01",15,21.875,"Buena"
"257",1641938400,43,38,0.25,14.76,6.6,"01",16,25.375,"Buena"
"258",1641942000,40,36,0.228,15,11.9,"01",17,28.75,"Buena"
"259",1641945600,36,40,0.039,13.23,13.4,"01",18,31.75,"Buena"
"260",1641949200,32,40,0.002,12.38,11.6,"01",19,33.75,"Buena"
"261",1641952800,31,41,0.001,11.78,7.7,"01",20,34.875,"Buena"
"262",1641956400,31,45,0.001,10.9,5.5,"01",21,36,"Buena"
"263",1641960000,31,48,0.001,10.33,4.9,"01",22,35.625,"Buena"
"264",1641963600,17,53,0.001,9.22,7.5,"01",23,32.625,"Buena"
"265",1641967200,18,57,0.001,8.34,7.7,"01",0,29.5,"Buena"
"266",1641970800,21,59,0.001,7.89,7.8,"01",1,27.125,"Buena"
"267",1641974400,16,62,0.001,7.23,4.4,"01",2,24.625,"Buena"
"268",1641978000,20,61,0.001,7.2,5,"01",3,23.125,"Buena"
"269",1641981600,16,64,0.001,6.47,2.7,"01",4,21.25,"Buena"
"270",1641985200,13,67,0.001,6.1,2.2,"01",5,19,"Buena"
"271",1641988800,4,67,0.002,6.39,1.8,"01",6,15.625,"Buena"
"272",1641992400,4,63,0.002,7.7,2.9,"01",7,14,"Buena"
"273",1641996000,3,64,0.007,7.99,2.5,"01",8,12.125,"Buena"
"274",1641999600,4,60,0.05,8.96,3.1,"01",9,10,"Buena"
"275",1642003200,7,51,0.152,11.23,2.7,"01",10,8.875,"Buena"
"276",1642006800,13,43,0.205,12.98,3.3,"01",11,8,"Buena"
"277",1642010400,18,40,0.207,14.13,4.8,"01",12,8.25,"Buena"
"278",1642014000,13,40,0.128,14.18,5.3,"01",13,8.25,"Buena"
"279",1642017600,11,39,0.178,14.41,5.1,"01",14,9.125,"Buena"
"280",1642021200,18,36,0.301,16.27,4.6,"01",15,10.875,"Buena"
"281",1642024800,24,36,0.186,16.46,7,"01",16,13.5,"Buena"
"282",1642028400,32,35,0.09,16.81,5.5,"01",17,17,"Buena"
"283",1642032000,22,37,0.037,16.55,3.2,"01",18,18.875,"Buena"
"284",1642035600,5,44,0.002,15.04,4.6,"01",19,17.875,"Buena"
"285",1642039200,4,51,0.001,13.76,5.3,"01",20,16.125,"Buena"
"286",1642042800,3,57,0.001,12.2,3.4,"01",21,14.875,"Buena"
"287",1642046400,5,61,0.001,11.28,5.7,"01",22,14.125,"Buena"
"288",1642050000,7,64,0.001,10.84,7.8,"01",23,12.75,"Buena"
"307",1642118400,47,31,0.031,22.03,2.6,"01",18,55.5,"Aceptable"
"308",1642122000,26,37,0.002,20.33,5.5,"01",19,51.2857142857143,"Aceptable"
"309",1642125600,28,43,0.001,18.25,5.7,"01",20,48.375,"Buena"
"310",1642129200,31,47,0.001,16.53,6.8,"01",21,46.5,"Buena"
"311",1642132800,33,50,0.001,15.53,6.7,"01",22,43.875,"Buena"
"312",1642136400,35,53,0.001,14.22,4.1,"01",23,41,"Buena"
"313",1642140000,30,55,0.001,13.02,2.6,"01",0,36.75,"Buena"
"314",1642143600,30,57,0.001,12.12,3.4,"01",1,32.5,"Buena"
"315",1642147200,20,60,0.001,11.36,2.2,"01",2,29.125,"Buena"
"316",1642150800,12,64,0.001,10.16,0.8,"01",3,27.375,"Buena"
"317",1642154400,14,66,0.001,9.69,1.8,"01",4,25.625,"Buena"
"318",1642158000,11,68,0.001,9.09,1,"01",5,23.125,"Buena"
"319",1642161600,5,69,0.001,8.66,1,"01",6,19.625,"Buena"
"320",1642165200,3,69,0.001,8.5,1,"01",7,15.625,"Buena"
"321",1642168800,3,72,0.007,7.8,0.4,"01",8,12.25,"Buena"
"322",1642172400,5,60,0.131,11.13,1.3,"01",9,9.125,"Buena"
"323",1642176000,13,41,0.3,16.55,0.9,"01",10,8.25,"Buena"
"324",1642179600,25,29,0.423,20.57,2.6,"01",11,9.875,"Buena"
"325",1642183200,38,25,0.51,23.02,3.3,"01",12,12.875,"Buena"
"326",1642186800,51,22,0.545,24.53,3.9,"01",13,17.875,"Buena"
"327",1642190400,64,22,0.513,25.64,4.7,"01",14,25.25,"Aceptable"
"328",1642194000,79,21,0.439,26.9,3.1,"01",15,34.75,"Aceptable"
"329",1642197600,84,20,0.328,27.93,3.6,"01",16,44.875,"Aceptable"
"330",1642201200,73,20,0.193,27.74,3.6,"01",17,53.375,"Aceptable"
"331",1642204800,67,24,0.032,25.35,4.8,"01",18,60.125,"Aceptable"
"332",1642208400,29,30,0.002,22.28,3.4,"01",19,60.625,"Aceptable"
"333",1642212000,16,36,0.001,19.5,1.3,"01",20,57.875,"Aceptable"
"334",1642215600,7,40,0.001,17.66,2.9,"01",21,52.375,"Aceptable"
"335",1642219200,3,46,0.001,16.17,1.9,"01",22,44.75,"Buena"
"336",1642222800,4,48,0.001,15.48,1.5,"01",23,35.375,"Buena"
"337",1642226400,3,53,0.001,14.61,1.2,"01",0,25.25,"Buena"
"338",1642230000,4,57,0.001,13.96,0.9,"01",1,16.625,"Buena"
"339",1642233600,3,59,0.001,13.06,0.9,"01",2,8.625,"Buena"
"340",1642237200,3,59,0.001,12.66,1,"01",3,5.375,"Buena"
"341",1642240800,3,55,0.001,13.09,0.7,"01",4,3.75,"Buena"
"342",1642244400,4,54,0.001,13.17,2.5,"01",5,3.375,"Buena"
"343",1642248000,25,28,0.001,18.72,6.8,"01",6,6.125,"Buena"
"344",1642251600,32,26,0.001,17.14,8.5,"01",7,9.625,"Buena"
"345",1642255200,26,30,0.009,15.7,9.1,"01",8,12.5,"Buena"
"346",1642258800,22,33,0.101,15.14,9.7,"01",9,14.75,"Buena"
"347",1642262400,25,35,0.256,15.24,10,"01",10,17.5,"Buena"
"348",1642266000,28,32,0.286,15.29,8.3,"01",11,20.625,"Buena"
"349",1642269600,33,28,0.475,16.03,6.5,"01",12,24.375,"Buena"
"350",1642273200,35,22,0.49,17.04,6.4,"01",13,28.25,"Buena"
"351",1642276800,35,20,0.464,17.44,4.6,"01",14,29.5,"Buena"
"352",1642280400,35,20,0.404,18.58,9.4,"01",15,29.875,"Buena"
"353",1642284000,34,20,0.351,17.92,8.8,"01",16,30.875,"Buena"
"354",1642287600,33,21,0.172,17.15,6,"01",17,32.25,"Buena"
"355",1642291200,32,20,0.034,16.36,4.7,"01",18,33.125,"Buena"
"356",1642294800,34,17,0.003,14.79,3.8,"01",19,33.875,"Buena"
"357",1642298400,32,18,0.001,13.7,5.2,"01",20,33.75,"Buena"
"358",1642302000,33,19,0.001,12.61,5.2,"01",21,33.5,"Buena"
"359",1642305600,33,20,0.001,12.04,5.1,"01",22,33.25,"Buena"
"360",1642309200,30,23,0.001,11.26,1.7,"01",23,32.625,"Buena"
"361",1642312800,21,27,0.001,10.01,2.5,"01",0,31,"Buena"
"362",1642316400,19,30,0.001,9.26,6.5,"01",1,29.25,"Buena"
"363",1642320000,22,34,0.001,8.33,6,"01",2,28,"Buena"
"364",1642323600,19,37,0.001,7.29,1,"01",3,26.125,"Buena"
"365",1642327200,15,41,0.001,6.29,1.3,"01",4,24,"Buena"
"366",1642330800,14,42,0.001,6.11,1.5,"01",5,21.625,"Buena"
"367",1642334400,16,43,0.001,5.75,0.7,"01",6,19.5,"Buena"
"368",1642338000,15,44,0.001,5.5,1.8,"01",7,17.625,"Buena"
"369",1642341600,7,47,0.008,4.69,1.3,"01",8,15.875,"Buena"
"370",1642345200,14,42,0.129,6.81,3.2,"01",9,15.25,"Buena"
"371",1642348800,24,30,0.308,10.43,7.8,"01",10,15.5,"Buena"
"372",1642352400,39,19,0.444,13.38,6.8,"01",11,18,"Buena"
"373",1642356000,41,17,0.534,15.91,1.1,"01",12,21.25,"Buena"
"374",1642359600,42,17,0.573,16.9,3.8,"01",13,24.75,"Buena"
"375",1642363200,47,17,0.551,17.96,3.5,"01",14,28.625,"Buena"
"376",1642366800,51,16,0.476,19.08,3.2,"01",15,33.125,"Buena"
"377",1642370400,52,14,0.359,20.52,1.1,"01",16,38.75,"Aceptable"
"378",1642374000,46,16,0.206,19.93,7.8,"01",17,42.75,"Buena"
"379",1642377600,44,20,0.035,17.4,5.2,"01",18,45.25,"Buena"
"380",1642381200,37,23,0.002,15.45,5,"01",19,45,"Buena"
"381",1642384800,20,30,0.001,13.41,6.1,"01",20,42.375,"Buena"
"382",1642388400,24,32,0.002,12.27,6.5,"01",21,40.125,"Buena"
"383",1642392000,22,33,0.001,11.82,5.4,"01",22,37,"Buena"
"384",1642395600,25,34,0.001,10.93,4,"01",23,33.75,"Buena"
"385",1642399200,16,38,0.001,9.23,3,"01",0,29.25,"Buena"
"386",1642402800,11,45,0.001,7.64,0.3,"01",1,24.875,"Buena"
"387",1642406400,7,50,0.001,6.65,0.8,"01",2,20.25,"Buena"
