"","date","O3","RH","SR","TOUT","WSR","MONTH","HORA","O3P","CALIDAD"
"8",-61472859804,21,31,0,21.15,5.1,"01",7,19.5,"Buena"
"9",-61472856204,17,26,0.008,22.53,5.9,"01",8,19.75,"Buena"
"10",-61472852604,13,27,0.038,23.41,4.2,"01",9,19,"Buena"
"11",-61472849004,12,23,0.122,27.53,4.5,"01",10,17.875,"Buena"
"12",-61472845404,26,18,0.488,30.19,8.5,"01",11,18.875,"Buena"
"13",-61472841804,30,17,0.605,30.99,10.7,"01",12,20.125,"Buena"
"14",-61472838204,39,16,0.67,31.97,11.2,"01",13,22.5,"Buena"
"15",-61472834604,43,13,0.675,33.48,7.5,"01",14,25.125,"Buena"
"16",-61472831004,51,11,0.599,34.34,6.4,"01",15,28.875,"Buena"
"17",-61472827404,43,6,0.246,34.16,10.2,"01",16,32.125,"Buena"
"18",-61472823804,43,8,0.056,33.81,6.1,"01",17,35.875,"Buena"
"19",-61472820204,41,14,0.019,30.95,4.5,"01",18,39.5,"Buena"
"20",-61472816604,29,13,0.001,28.54,5.5,"01",19,39.875,"Buena"
"21",-61472813004,14,14,0,26.66,3.6,"01",20,37.875,"Buena"
"22",-61472809404,17,15,0,25.14,3.7,"01",21,35.125,"Buena"
"23",-61472805804,15,16,0,24.69,4.3,"01",22,31.625,"Buena"
"24",-61472802204,21,16,0,24.63,4.8,"01",23,27.875,"Buena"
"25",-61472798604,12,18,0,23.42,4.3,"01",0,24,"Buena"
"26",-61472795004,10,21,0,22.27,4,"01",1,19.875,"Buena"
"27",-61472791404,23,19,0,22.96,7.1,"01",2,17.625,"Buena"
"28",-61472787804,18,20,0,22.11,4.4,"01",3,16.25,"Buena"
"29",-61472784204,23,20,0,21.67,9.3,"01",4,17.375,"Buena"
"30",-61472780604,36,20,0,20.02,11.2,"01",5,19.75,"Buena"
"31",-61472777004,37,20,0,18.5,12.7,"01",6,22.5,"Buena"
"32",-61472773404,31,27,0,16.16,11.2,"01",7,23.75,"Buena"
"33",-61472769804,27,35,0.008,13.39,12.1,"01",8,25.625,"Buena"
"34",-61472766204,22,36,0.043,11.48,14.5,"01",9,27.125,"Buena"
"35",-61472762604,22,37,0.112,9.87,13.8,"01",10,27,"Buena"
"36",-61472759004,23,35,0.467,10.03,11.7,"01",11,27.625,"Buena"
"37",-61472755404,27,30,0.599,11,9.9,"01",12,28.125,"Buena"
"38",-61472751804,30,29,0.666,12.21,9.8,"01",13,27.375,"Buena"
"39",-61472748204,33,27,0.663,13.08,10.1,"01",14,26.875,"Buena"
"40",-61472744604,33,25,0.587,13.64,10.9,"01",15,27.125,"Buena"
"41",-61472741004,33,24,0.244,13.64,11.5,"01",16,27.875,"Buena"
"43",-61472733804,32,24,0.02,11.7,11,"01",18,30.1428571428571,"Buena"
"44",-61472730204,29,24,0.001,10.83,10.4,"01",19,31,"Buena"
"45",-61472726604,26,23,0,9.86,9.6,"01",20,30.8571428571429,"Buena"
"46",-61472723004,27,22,0,9.35,8.9,"01",21,30.4285714285714,"Buena"
"47",-61472719404,29,21,0,8.93,7.6,"01",22,29.8571428571429,"Buena"
"48",-61472715804,23,21,0,8.58,6,"01",23,28.4285714285714,"Buena"
"49",-61472712204,29,25,0,8.6,8.6,"01",0,27.8571428571429,"Buena"
"50",-61472708604,33,27,0.001,8.09,9.9,"01",1,28.5,"Buena"
"51",-61472705004,33,28,0.001,7.63,9.9,"01",2,28.625,"Buena"
"52",-61472701404,36,28,0,6.95,10,"01",3,29.5,"Buena"
"53",-61472697804,37,27,0.001,6.75,10.2,"01",4,30.875,"Buena"
"54",-61472694204,37,28,0.001,6.38,10.7,"01",5,32.125,"Buena"
"55",-61472690604,35,28,0.001,6.21,8.6,"01",6,32.875,"Buena"
"56",-61472687004,30,28,0,6.22,5.7,"01",7,33.75,"Buena"
"57",-61472683404,14,31,0.007,5.63,4.3,"01",8,31.875,"Buena"
"58",-61472679804,15,27,0.034,7.91,4.6,"01",9,29.625,"Buena"
"59",-61472676204,25,25,0.111,8.7,7,"01",10,28.625,"Buena"
"60",-61472672604,27,24,0.482,9.5,7.7,"01",11,27.5,"Buena"
"61",-61472669004,33,23,0.609,10.31,9.1,"01",12,27,"Buena"
"62",-61472665404,36,23,0.672,11.47,10.1,"01",13,26.875,"Buena"
"63",-61472661804,38,23,0.662,12.87,11.3,"01",14,27.25,"Buena"
"64",-61472658204,40,22,0.582,13.83,13.1,"01",15,28.5,"Buena"
"65",-61472654604,41,22,0.252,14.35,12.7,"01",16,31.875,"Buena"
"66",-61472651004,37,21,0.053,14.32,12.1,"01",17,34.625,"Buena"
"67",-61472647404,33,22,0.019,13.33,11.1,"01",18,35.625,"Buena"
"68",-61472643804,25,23,0.001,12.29,9.6,"01",19,35.375,"Buena"
"69",-61472640204,23,23,0,11.59,7.7,"01",20,34.125,"Buena"
"70",-61472636604,32,23,0,11.09,8.7,"01",21,33.625,"Buena"
"71",-61472633004,35,24,0,10.56,8.5,"01",22,33.25,"Buena"
"72",-61472629404,36,24,0,10.49,9.8,"01",23,32.75,"Buena"
"73",-61472625804,32,25,0,10.07,8.4,"01",0,31.625,"Buena"
"74",-61472622204,16,29,0,8.74,4.2,"01",1,29,"Buena"
"75",-61472618604,16,33,0.001,7.76,3.3,"01",2,26.875,"Buena"
"76",-61472615004,20,35,0.001,7.23,3.1,"01",3,26.25,"Buena"
"77",-61472611404,15,38,0.001,7.33,4.6,"01",4,25.25,"Buena"
"78",-61472607804,4,42,0.001,6.47,2.8,"01",5,21.75,"Buena"
"79",-61472604204,8,40,0.001,6.3,3.7,"01",6,18.375,"Buena"
"80",-61472600604,4,39,0.001,6.07,2.5,"01",7,14.375,"Buena"
"81",-61472597004,4,40,0.007,6.27,2.6,"01",8,10.875,"Buena"
"82",-61472593404,9,34,0.038,9.25,3.8,"01",9,10,"Buena"
"83",-61472589804,11,29,0.114,11.46,4.6,"01",10,9.375,"Buena"
"84",-61472586204,18,25,0.448,13.52,4.5,"01",11,9.125,"Buena"
"85",-61472582604,25,21,0.577,15.23,5.4,"01",12,10.375,"Buena"
"86",-61472579004,24,21,0.638,16.84,6.2,"01",13,12.875,"Buena"
"87",-61472575404,32,21,0.634,18.63,5.6,"01",14,15.875,"Buena"
"88",-61472571804,40,19,0.553,20,6.7,"01",15,20.375,"Buena"
"89",-61472568204,47,20,0.248,20.81,8.3,"01",16,25.75,"Buena"
"90",-61472564604,44,21,0.058,20.92,7.8,"01",17,30.125,"Buena"
"91",-61472561004,31,25,0.021,19.68,5.7,"01",18,32.625,"Buena"
"92",-61472557404,26,28,0.001,18.05,5.3,"01",19,33.625,"Buena"
"93",-61472553804,4,32,0,16.01,3.1,"01",20,31,"Buena"
"94",-61472550204,3,35,0.001,14.99,3.5,"01",21,28.375,"Buena"
"95",-61472546604,4,39,0.001,14.23,3.5,"01",22,24.875,"Buena"
"96",-61472543004,4,39,0.001,13.66,4.5,"01",23,20.375,"Buena"
"97",-61472539404,5,41,0,12.83,2.9,"01",0,15.125,"Buena"
"98",-61472535804,4,41,0.001,12.58,3.4,"01",1,10.125,"Buena"
"100",-61472528604,4,38,0,12.59,4,"01",3,4,"Buena"
"101",-61472525004,5,35,0.001,13.25,6.6,"01",4,4.14285714285714,"Buena"
"102",-61472521404,10,32,0,13.46,4,"01",5,5.14285714285714,"Buena"
"103",-61472517804,8,32,0,12.92,6.4,"01",6,5.71428571428571,"Buena"
"104",-61472514204,11,27,0,14.14,6.4,"01",7,6.71428571428571,"Buena"
"105",-61472510604,5,26,0.007,14.07,5.4,"01",8,6.71428571428571,"Buena"
"106",-61472507004,8,21,0.033,17.1,4.8,"01",9,7.28571428571429,"Buena"
"107",-61472503404,11,18,0.117,20.14,5.7,"01",10,7.75,"Buena"
"108",-61472499804,18,13,0.502,22.91,5.7,"01",11,9.5,"Buena"
"109",-61472496204,32,9,0.626,25.41,4.5,"01",12,12.875,"Buena"
"110",-61472492604,32,8,0.685,26.76,5.1,"01",13,15.625,"Buena"
"111",-61472489004,48,9,0.677,26.83,9.4,"01",14,20.625,"Buena"
"112",-61472485404,58,9,0.591,27.34,10.1,"01",15,26.5,"Aceptable"
"113",-61472481804,64,10,0.263,27.29,12.1,"01",16,33.875,"Aceptable"
"114",-61472478204,68,12,0.053,26.51,12.8,"01",17,41.375,"Aceptable"
"115",-61472474604,62,17,0.021,24.57,9.6,"01",18,47.75,"Aceptable"
"116",-61472471004,34,21,0.001,22.77,6,"01",19,49.75,"Buena"
"117",-61472467404,29,23,0,21.27,3.7,"01",20,49.375,"Buena"
"118",-61472463804,24,26,0,19.77,2.9,"01",21,48.375,"Buena"
"119",-61472460204,25,28,0,18.74,3.3,"01",22,45.5,"Buena"
"120",-61472456604,15,32,0,17.33,4,"01",23,40.125,"Buena"
"121",-61472453004,21,31,0.001,17.4,6.8,"01",0,34.75,"Buena"
"122",-61472449404,19,30,0.001,17.11,8.2,"01",1,28.625,"Buena"
"123",-61472445804,21,30,0,16.59,4.5,"01",2,23.5,"Buena"
"124",-61472442204,17,33,0,15.55,3.8,"01",3,21.375,"Buena"
"125",-61472438604,24,32,0,15.26,4.4,"01",4,20.75,"Buena"
"126",-61472435004,16,32,0,14.84,3.9,"01",5,19.75,"Buena"
"127",-61472431404,18,29,0,15.06,5,"01",6,18.875,"Buena"
"128",-61472427804,16,28,0,15.06,4.3,"01",7,19,"Buena"
"129",-61472424204,6,29,0.007,14.41,3.3,"01",8,17.125,"Buena"
"130",-61472420604,7,25,0.034,16.8,5.8,"01",9,15.625,"Buena"
"131",-61472417004,9,23,0.126,19.84,4.2,"01",10,14.125,"Buena"
"132",-61472413404,23,17,0.49,22.87,5.4,"01",11,14.875,"Buena"
"133",-61472409804,42,14,0.619,25.53,4.5,"01",12,17.125,"Buena"
"134",-61472406204,58,13,0.681,26.09,5.3,"01",13,22.375,"Aceptable"
"135",-61472402604,63,12,0.648,27.28,6.2,"01",14,28,"Aceptable"
"136",-61472399004,88,12,0.573,27.53,7.3,"01",15,37,"Aceptable"
"137",-61472395404,90,10,0.264,27.75,8.2,"01",16,47.5,"Aceptable"
"138",-61472391804,86,10,0.059,27.41,7.9,"01",17,57.375,"Aceptable"
"139",-61472388204,45,13,0.023,25.31,3.6,"01",18,61.875,"Aceptable"
"140",-61472384604,28,19,0.002,23.32,4.7,"01",19,62.5,"Aceptable"
"141",-61472381004,46,24,0,22.59,4.5,"01",20,63,"Aceptable"
"142",-61472377404,38,30,0,21.03,3.1,"01",21,60.5,"Aceptable"
"143",-61472373804,23,33,0,19.9,3.5,"01",22,55.5,"Aceptable"
"144",-61472370204,1,38,0,18.72,3.2,"01",23,44.625,"Buena"
"145",-61472366604,2,41,0,18.3,3.1,"01",0,33.625,"Buena"
"146",-61472363004,13,44,0,17.78,5.9,"01",1,24.5,"Buena"
"147",-61472359404,29,53,0,17.01,6.6,"01",2,22.5,"Buena"
"148",-61472355804,32,54,0,16.17,8.1,"01",3,23,"Buena"
"149",-61472352204,35,52,0,15.19,10,"01",4,21.625,"Buena"
"150",-61472348604,19,58,0,13.83,9.1,"01",5,19.25,"Buena"
"151",-61472345004,23,60,0,13.25,9,"01",6,19.25,"Buena"
"152",-61472341404,17,65,0,12.31,8.4,"01",7,21.25,"Buena"
"153",-61472337804,11,62,0.003,11.9,8.1,"01",8,22.375,"Buena"
"154",-61472334204,6,60,0.021,11.63,8,"01",9,21.5,"Buena"
"155",-61472330604,5,73,0.051,10.62,7.4,"01",10,18.5,"Buena"
"156",-61472327004,6,77,0.115,10.53,3.9,"01",11,15.25,"Buena"
"157",-61472323404,10,73,0.247,12.16,4,"01",12,12.125,"Buena"
"158",-61472319804,13,69,0.345,13.28,6.8,"01",13,11.375,"Buena"
"159",-61472316204,9,68,0.215,12.95,9,"01",14,9.625,"Buena"
"160",-61472312604,10,66,0.263,12.9,8.8,"01",15,8.75,"Buena"
"161",-61472309004,11,65,0.266,13.61,8.7,"01",16,8.75,"Buena"
"162",-61472305404,9,67,0.157,13.64,8.4,"01",17,9.125,"Buena"
"163",-61472301804,4,72,0.029,12.63,7.6,"01",18,9,"Buena"
"164",-61472298204,3,76,0.001,11.73,6.6,"01",19,8.625,"Buena"
"165",-61472294604,2,75,0,11.38,5.6,"01",20,7.625,"Buena"
"166",-61472291004,3,77,0,11.2,4.1,"01",21,6.375,"Buena"
"167",-61472287404,2,76,0,11.43,3,"01",22,5.5,"Buena"
"168",-61472283804,3,74,0,11.74,3.5,"01",23,4.625,"Buena"
"169",-61472280204,6,72,0,11.68,3.8,"01",0,4,"Buena"
"170",-61472276604,5,72,0,11.44,3.5,"01",1,3.5,"Buena"
"171",-61472273004,2,73,0,11.21,3.1,"01",2,3.25,"Buena"
"172",-61472269404,2,73,0,11.45,2.3,"01",3,3.125,"Buena"
"173",-61472265804,2,72,0,11.39,2.1,"01",4,3.125,"Buena"
"183",-61472229804,39,46,0.372,21.3,6.1,"01",14,19.1666666666667,"Buena"
"184",-61472226204,43,46,0.35,22.33,5.1,"01",15,22.5714285714286,"Buena"
"185",-61472222604,46,47,0.165,22.38,6.3,"01",16,25.5,"Buena"
"186",-61472219004,54,49,0.106,21.89,6.1,"01",17,31.875,"Aceptable"
"187",-61472215404,50,49,0.046,21.67,3.7,"01",18,37.125,"Buena"
"188",-61472211804,36,54,0.001,20.12,2.4,"01",19,40,"Buena"
"189",-61472208204,20,58,0,19.07,1.8,"01",20,39.75,"Buena"
"190",-61472204604,5,62,0,18.24,2,"01",21,36.625,"Buena"
"191",-61472201004,2,70,0,17.17,2,"01",22,32,"Buena"
"192",-61472197404,2,74,0,16.46,2.5,"01",23,26.875,"Buena"
"193",-61472193804,3,70,0,16.32,2.1,"01",0,21.5,"Buena"
"194",-61472190204,4,68,0,15.78,2,"01",1,15.25,"Buena"
"195",-61472186604,3,66,0,15.7,1.9,"01",2,9.375,"Buena"
"196",-61472183004,4,64,0,15.18,2,"01",3,5.375,"Buena"
"197",-61472179404,3,64,0,14.58,2,"01",4,3.25,"Buena"
"198",-61472175804,3,62,0,14.24,1.9,"01",5,3,"Buena"
"199",-61472172204,3,61,0,14.16,2.4,"01",6,3.125,"Buena"
"200",-61472168604,4,52,0,14.63,3.5,"01",7,3.375,"Buena"
"201",-61472165004,4,49,0.007,14.43,2.6,"01",8,3.5,"Buena"
"202",-61472161404,5,45,0.045,16.69,2.1,"01",9,3.625,"Buena"
"203",-61472157804,11,34,0.147,21.02,2.4,"01",10,4.625,"Buena"
"204",-61472154204,30,36,0.447,22.65,3.7,"01",11,7.875,"Buena"
"205",-61472150604,54,40,0.559,23.11,6.4,"01",12,14.25,"Aceptable"
"206",-61472147004,62,35,0.63,24.25,8.9,"01",13,21.625,"Aceptable"
"207",-61472143404,70,46,0.614,24.78,9,"01",14,30,"Aceptable"
"208",-61472139804,68,50,0.535,25.51,8,"01",15,38,"Aceptable"
"209",-61472136204,50,47,0.219,25.08,10.3,"01",16,43.75,"Buena"
"210",-61472132604,38,43,0.088,24.04,11.8,"01",17,47.875,"Buena"
"211",-61472129004,29,59,0.028,21.84,9.2,"01",18,50.125,"Buena"
"212",-61472125404,27,55,0.001,20.82,8.1,"01",19,49.75,"Buena"
"213",-61472121804,24,57,0,20.02,6.9,"01",20,46,"Buena"
"214",-61472118204,28,59,0,19.19,5.8,"01",21,41.75,"Buena"
"215",-61472114604,33,64,0,18.51,8.9,"01",22,37.125,"Buena"
"216",-61472111004,38,55,0,18.43,6.9,"01",23,33.375,"Buena"
"217",-61472107404,33,33,0,17.66,9.9,"01",0,31.25,"Buena"
"218",-61472103804,29,31,0,16.49,8.8,"01",1,30.125,"Buena"
"219",-61472100204,28,32,0,15.5,9,"01",2,30,"Buena"
"220",-61472096604,28,34,0,14.25,9.4,"01",3,30.125,"Buena"
"221",-61472093004,25,34,0,13.5,10.1,"01",4,30.25,"Buena"
"222",-61472089404,25,35,0,12.72,8.5,"01",5,29.875,"Buena"
"223",-61472085804,22,39,0,11.84,8.9,"01",6,28.5,"Buena"
"224",-61472082204,14,43,0,11.08,10.5,"01",7,25.5,"Buena"
"225",-61472078604,11,44,0.004,10.59,8.3,"01",8,22.75,"Buena"
"226",-61472075004,9,43,0.022,10.62,5.5,"01",9,20.25,"Buena"
"227",-61472071404,5,42,0.061,10.87,6.2,"01",10,17.375,"Buena"
"228",-61472067804,9,41,0.085,11.06,6.2,"01",11,15,"Buena"
"229",-61472064204,12,40,0.106,11.01,9.3,"01",12,13.375,"Buena"
"230",-61472060604,17,39,0.173,11.2,8.7,"01",13,12.375,"Buena"
"231",-61472057004,13,38,0.126,11.57,8.2,"01",14,11.25,"Buena"
"232",-61472053404,11,37,0.067,11.39,7.4,"01",15,10.875,"Buena"
"233",-61472049804,13,37,0.066,11.64,6.3,"01",16,11.125,"Buena"
"234",-61472046204,15,36,0.045,12.01,5,"01",17,11.875,"Buena"
"235",-61472042604,13,36,0.011,12.16,5.3,"01",18,12.875,"Buena"
"236",-61472039004,10,36,0.001,11.86,8.8,"01",19,13,"Buena"
"237",-61472035404,10,34,0,11.08,8.5,"01",20,12.75,"Buena"
"238",-61472031804,12,35,0,10.7,7.5,"01",21,12.125,"Buena"
"239",-61472028204,19,38,0,10.49,6.9,"01",22,12.875,"Buena"
"240",-61472024604,18,41,0,10.57,3.9,"01",23,13.75,"Buena"
"241",-61472021004,26,45,0,10.65,4.5,"01",0,15.375,"Buena"
"242",-61472017404,26,47,0,10.66,4.2,"01",1,16.75,"Buena"
"243",-61472013804,22,46,0,10.72,4.5,"01",2,17.875,"Buena"
"244",-61472010204,25,45,0,10.76,5.1,"01",3,19.75,"Buena"
"245",-61472006604,27,44,0,10.78,5.8,"01",4,21.875,"Buena"
"246",-61472003004,29,42,0,10.71,7.6,"01",5,24,"Buena"
"247",-61471999404,23,38,0,10.41,8.1,"01",6,24.5,"Buena"
"248",-61471995804,19,37,0,10.08,7.2,"01",7,24.625,"Buena"
"249",-61471992204,13,38,0.004,9.79,7.1,"01",8,23,"Buena"
"250",-61471988604,6,41,0.031,9.79,5.4,"01",9,20.5,"Buena"
"251",-61471985004,6,41,0.094,10.26,4.8,"01",10,18.5,"Buena"
"252",-61471981404,9,39,0.153,10.97,5,"01",11,16.5,"Buena"
"253",-61471977804,12,37,0.193,11.27,7.8,"01",12,14.625,"Buena"
"254",-61471974204,19,38,0.373,12.11,8.1,"01",13,13.375,"Buena"
"255",-61471970604,33,41,0.648,13.19,9.8,"01",14,14.625,"Buena"
"256",-61471967004,37,41,0.472,13.29,10.3,"01",15,16.875,"Buena"
"257",-61471963404,38,38,0.334,13.63,10.9,"01",16,20,"Buena"
"258",-61471959804,36,38,0.17,13.44,12.9,"01",17,23.75,"Buena"
"259",-61471956204,30,40,0.041,12.65,11.6,"01",18,26.75,"Buena"
"260",-61471952604,24,40,0.001,11.91,10.3,"01",19,28.625,"Buena"
"261",-61471949004,23,41,0,11.3,7.6,"01",20,30,"Buena"
"262",-61471945404,30,42,0,10.77,7.3,"01",21,31.375,"Buena"
"264",-61471938204,31,47,0,9.98,6.1,"01",23,30.2857142857143,"Buena"
"265",-61471934604,29,48,0,9.52,4.3,"01",0,29,"Buena"
"266",-61471931004,18,51,0.001,8.9,2.1,"01",1,26.4285714285714,"Buena"
"267",-61471927404,16,53,0.001,8.76,2.1,"01",2,24.4285714285714,"Buena"
"268",-61471923804,13,55,0.001,8.37,4,"01",3,22.8571428571429,"Buena"
"269",-61471920204,3,56,0.001,8.16,3.7,"01",4,20,"Buena"
"270",-61471916604,3,56,0.001,7.95,3.8,"01",5,16.1428571428571,"Buena"
"271",-61471913004,3,56,0,8.2,3.2,"01",6,14.5,"Buena"
"273",-61471905804,4,54,0.005,8.9,2.7,"01",8,8.57142857142857,"Buena"
"274",-61471902204,4,51,0.042,9.67,2.4,"01",9,6.57142857142857,"Buena"
"275",-61471898604,7,46,0.171,11.32,2.8,"01",10,5.28571428571429,"Buena"
"276",-61471895004,9,43,0.175,12.01,4.1,"01",11,4.71428571428571,"Buena"
"277",-61471891404,11,41,0.172,12.66,4.5,"01",12,5.85714285714286,"Buena"
"278",-61471887804,8,40,0.103,12.9,5.6,"01",13,6.57142857142857,"Buena"
"279",-61471884204,10,39,0.181,13.55,4.4,"01",14,7.57142857142857,"Buena"
"280",-61471880604,14,35,0.361,15.52,5.3,"01",15,8.375,"Buena"
"281",-61471877004,12,36,0.157,15.4,5.3,"01",16,9.375,"Buena"
"282",-61471873404,17,35,0.098,16.1,4,"01",17,11,"Buena"
"283",-61471869804,18,35,0.042,16.18,4.2,"01",18,12.375,"Buena"
"284",-61471866204,5,40,0.002,14.74,3.3,"01",19,11.875,"Buena"
"285",-61471862604,3,44,0,13.48,2.6,"01",20,10.875,"Buena"
"286",-61471859004,4,55,0,12.72,4.6,"01",21,10.375,"Buena"
"287",-61471855404,4,62,0,11.37,2.9,"01",22,9.625,"Buena"
"288",-61471851804,3,65,0,10.64,2.6,"01",23,8.25,"Buena"
"289",-61471848204,3,66,0.001,10.35,2.6,"01",0,7.125,"Buena"
"290",-61471844604,3,65,0.001,10.03,2.3,"01",1,5.375,"Buena"
"292",-61471837404,4,60,0,10.14,4.1,"01",3,3.42857142857143,"Buena"
"293",-61471833804,4,60,0.001,9.74,3.6,"01",4,3.57142857142857,"Buena"
"294",-61471830204,3,60,0.001,10.08,3.8,"01",5,3.42857142857143,"Buena"
"295",-61471826604,3,59,0,10.42,3.3,"01",6,3.28571428571429,"Buena"
"296",-61471823004,3,62,0,9.74,2.7,"01",7,3.28571428571429,"Buena"
"298",-61471815804,4,52,0.036,13.53,4,"01",9,3.5,"Buena"
"299",-61471812204,8,39,0.147,17.63,3.8,"01",10,4.14285714285714,"Buena"
"300",-61471808604,18,34,0.474,19.6,4.7,"01",11,6.14285714285714,"Buena"
"301",-61471805004,26,30,0.605,20.86,5.6,"01",12,9.28571428571429,"Buena"
"302",-61471801404,33,29,0.661,21.85,5.8,"01",13,13.5714285714286,"Buena"
"303",-61471797804,41,26,0.654,22.85,6.4,"01",14,19,"Buena"
"304",-61471794204,47,25,0.567,23.72,7.1,"01",15,25.2857142857143,"Buena"
"305",-61471790604,53,23,0.303,24.38,6.7,"01",16,28.75,"Aceptable"
"306",-61471787004,56,23,0.068,24.1,7.4,"01",17,35.25,"Aceptable"
"307",-61471783404,46,27,0.027,22.47,6,"01",18,40,"Buena"
"308",-61471779804,14,33,0.002,19.95,3.4,"01",19,39.5,"Buena"
"309",-61471776204,31,35,0,19.5,5.5,"01",20,40.125,"Buena"
"310",-61471772604,14,38,0,17.49,3.3,"01",21,37.75,"Buena"
"311",-61471769004,7,40,0.001,16.06,3.5,"01",22,33.5,"Buena"
"312",-61471765404,4,42,0.001,15.94,5,"01",23,28.125,"Buena"
"313",-61471761804,4,45,0,14.98,3.2,"01",0,22,"Buena"
"314",-61471758204,4,48,0.001,14.06,2.3,"01",1,15.5,"Buena"
"316",-61471751004,5,48,0,13.12,2.8,"01",3,9.85714285714286,"Buena"
"317",-61471747404,5,46,0,12.85,2.8,"01",4,6.14285714285714,"Buena"
"318",-61471743804,11,46,0,12.59,4,"01",5,5.71428571428571,"Buena"
"319",-61471740204,11,46,0,12.19,3.5,"01",6,6.28571428571429,"Buena"
"320",-61471736604,4,44,0,11.91,2.2,"01",7,6.28571428571429,"Buena"
"321",-61471733004,4,42,0.006,12.07,3.7,"01",8,6.28571428571429,"Buena"
"322",-61471729404,6,35,0.038,15.25,3.3,"01",9,6.57142857142857,"Buena"
"323",-61471725804,10,28,0.156,18.39,4.6,"01",10,7,"Buena"
"324",-61471722204,19,25,0.468,20.47,5,"01",11,8.75,"Buena"
"325",-61471718604,38,23,0.594,22.44,4.6,"01",12,12.875,"Buena"
"326",-61471715004,47,19,0.654,23.83,5.1,"01",13,17.375,"Buena"
"327",-61471711404,45,20,0.625,24.67,6.7,"01",14,21.625,"Buena"
"328",-61471707804,73,20,0.557,25.31,6.9,"01",15,30.25,"Aceptable"
"329",-61471704204,80,21,0.3,25.95,7.6,"01",16,39.75,"Aceptable"
"330",-61471700604,76,24,0.068,25.82,7.5,"01",17,48.5,"Aceptable"
"331",-61471697004,57,26,0.026,24.95,5.6,"01",18,54.375,"Aceptable"
"332",-61471693404,13,29,0.002,22.03,3.7,"01",19,53.625,"Aceptable"
"333",-61471689804,4,34,0,20.01,2.7,"01",20,49.375,"Buena"
"334",-61471686204,4,35,0.001,19.69,5.6,"01",21,44,"Buena"
"335",-61471682604,4,33,0.001,19.19,7,"01",22,38.875,"Buena"
"336",-61471679004,8,32,0,18.75,5.7,"01",23,30.75,"Buena"
"337",-61471675404,8,33,0,18,3.9,"01",0,21.75,"Buena"
"338",-61471671804,10,32,0.001,17.91,5.7,"01",1,13.5,"Buena"
"339",-61471668204,11,30,0,18.15,3.9,"01",2,7.75,"Buena"
"340",-61471664604,25,24,0.001,19.5,6.5,"01",3,9.25,"Buena"
"341",-61471661004,27,24,0,19.23,4.7,"01",4,12.125,"Buena"
"342",-61471657404,19,28,0,17.76,3.9,"01",5,14,"Buena"
"343",-61471653804,12,28,0.001,18.04,6.2,"01",6,15,"Buena"
"344",-61471650204,30,25,0,17.03,12.3,"01",7,17.75,"Buena"
"345",-61471646604,28,28,0.008,15.7,10.5,"01",8,20.25,"Buena"
"346",-61471643004,25,30,0.055,15.38,9.7,"01",9,22.125,"Buena"
"347",-61471639404,27,32,0.184,15.47,11.8,"01",10,24.125,"Buena"
"348",-61471635804,30,30,0.433,15.36,15.4,"01",11,24.75,"Buena"
"349",-61471632204,32,27,0.553,15.35,17.2,"01",12,25.375,"Buena"
"350",-61471628604,33,22,0.472,15.89,16.7,"01",13,27.125,"Buena"
"351",-61471625004,35,20,0.628,17.34,13.9,"01",14,30,"Buena"
"352",-61471621404,36,20,0.374,17.01,15.9,"01",15,30.75,"Buena"
"353",-61471617804,35,20,0.344,17.34,14.7,"01",16,31.625,"Buena"
"354",-61471614204,33,21,0.1,17.12,10.7,"01",17,32.625,"Buena"
"355",-61471610604,32,22,0.032,16.79,7.5,"01",18,33.25,"Buena"
"356",-61471607004,30,17,0.002,14.85,12.2,"01",19,33.25,"Buena"
"357",-61471603404,27,18,0,13.24,5.1,"01",20,32.625,"Buena"
"358",-61471599804,17,19,0,12.49,9.5,"01",21,30.625,"Buena"
"359",-61471596204,18,20,0.001,11.72,8.8,"01",22,28.5,"Buena"
"360",-61471592604,22,21,0.001,11.38,8.5,"01",23,26.75,"Buena"
"361",-61471589004,26,22,0.001,11.03,5.4,"01",0,25.625,"Buena"
"362",-61471585404,24,23,0.001,10.45,3.4,"01",1,24.5,"Buena"
"363",-61471581804,22,26,0.001,9.69,3,"01",2,23.25,"Buena"
"364",-61471578204,19,28,0.001,9.23,4.7,"01",3,21.875,"Buena"
"365",-61471574604,19,26,0.001,8.82,4.6,"01",4,20.875,"Buena"
"366",-61471571004,25,27,0.001,8.47,3.2,"01",5,21.875,"Buena"
"367",-61471567404,24,30,0.001,7.76,2.8,"01",6,22.625,"Buena"
"368",-61471563804,14,35,0.001,7.38,2.5,"01",7,21.625,"Buena"
"369",-61471560204,7,38,0.008,6.99,2.5,"01",8,19.25,"Buena"
"370",-61471556604,13,29,0.047,9.99,3,"01",9,17.875,"Buena"
"371",-61471553004,26,23,0.189,11.68,5,"01",10,18.375,"Buena"
"372",-61471549404,33,20,0.488,12.47,6.9,"01",11,20.125,"Buena"
"373",-61471545804,35,18,0.614,13.85,7,"01",12,22.125,"Buena"
"374",-61471542204,39,17,0.676,15.22,6.4,"01",13,23.875,"Buena"
"375",-61471538604,40,17,0.675,16.47,6.3,"01",14,25.875,"Buena"
"376",-61471535004,46,16,0.603,17.56,6.7,"01",15,29.875,"Buena"
