,O3
321,-11.455320163516461
6525,8.570888193697726
4495,2.04415650297139
11328,-7.267311669332315
13316,-0.284703061635895
9615,-3.792864599688045
9110,-6.53190084818047
1921,33.036732438245906
8451,-2.105347553464952
6640,-5.250958157455528
12639,-1.622156597526839
4194,-6.295169168724868
11114,-16.409501915939387
3020,2.7672285844036537
9799,-3.9813521242697902
643,-5.256022047367935
519,-7.72131184524676
8233,1.1942933708837984
10759,18.461281012146415
6376,9.960710251900252
8079,3.6310504740870613
11967,7.985368918462115
12856,21.878461855409512
10678,0.616708705024763
2084,29.444306846084544
9413,-7.28724022604726
7873,-0.5380433513429637
10770,-7.019055597029819
12451,-0.9054608073903125
12274,12.469735008773256
9200,-6.5093073178920235
11083,-0.9292421503888306
13278,-0.43857625365646413
13199,1.1743781865815208
12259,-1.2806982465220642
4687,-4.86058868228838
5670,-0.6402223941955185
9020,-2.921413669569745
45,-1.3398242084808203
1846,-6.396539237128252
48,-8.496625908154385
3884,-3.0052373269697057
9934,-0.14332611308287824
7904,-0.433668364080944
2185,2.1034117943314925
7918,5.245472060577271
13254,1.5893332778449007
3974,3.5149385416009125
2182,-8.860710960699976
8174,3.705275384215639
6502,13.949479731874618
6148,13.406729030509098
9260,-4.200049181872544
8403,-0.23610135776851848
9473,5.140180361984221
12129,-4.26096051509839
1499,-5.9291246363135315
3932,-0.6449167168511565
13110,-3.0454826229354808
2892,2.5005868476511637
1035,16.617389955578943
13461,0.06732973901156925
33,-2.9942553386004533
11414,-6.005631067299674
2119,6.727154753303552
5036,-13.05138400168164
8517,-4.924641754927336
6842,-1.5264590549905677
1297,-4.769857543803596
6726,-1.9220165552412993
4422,-10.23676267771151
7065,2.6357103073282246
5807,-6.0379640824172895
9701,3.094567899025293
5755,-2.1500646819802967
5521,-10.097010415002018
5172,-1.904382705132349
11350,1.0822727973562394
6278,-1.6131562599437075
1238,-0.37927162844241025
733,3.8078892044226222
457,4.909903979053411
8548,-0.07864303644251436
4853,14.654564010105815
8179,-4.619580326940735
10745,-2.170279063151469
5526,-5.399901528978546
11781,13.725121170084321
11299,-10.780099819403517
10420,-2.7028187278523603
12616,0.798167249998869
6152,-2.5005833783539515
5799,-5.158686991407308
7583,-6.010207228322116
2213,16.812155945897047
13323,0.8067660744428338
5168,2.3237621947738774
12396,13.740334534893947
3429,-0.3289160806161817
9405,0.005576381555428611
8273,-10.542032387978537
9992,-2.602022449872038
1919,21.888384283021253
1121,2.4328985303483535
2176,-33.568068607176656
13172,0.16424451247678462
8943,-4.221986852980024
3733,-9.98819656601151
776,5.0161009493139375
12964,-2.1095682821400032
823,44.29280292475849
8567,3.6910659442286544
12532,-7.3337430243398956
13547,-6.88802862473139
7694,-8.153164352127561
6476,0.5612199899297536
9490,-1.146588249091593
13638,-14.064633325303134
2919,-2.5344809604961824
8607,-3.715858692345961
10444,-8.249155004559356
9116,-5.213984997720644
608,-1.0904707253567096
1943,11.000824465729977
12995,0.164437560535589
8683,-6.951879362735525
13655,-4.817228642009553
11313,-5.570760408568731
12353,-5.5204732105947585
11920,3.0748056541332573
10186,9.195148070620007
6203,-4.989231974952162
2445,-1.4698483022411608
3076,4.055828105313395
4382,-4.296061232191903
4188,18.460230508613222
9360,-5.052168827996098
8355,0.7718371496228826
3683,-3.8887236789537667
7166,21.183997918813162
4631,-9.450475872691811
1363,-1.0685435885615107
6888,0.7725548451089423
9711,-1.9362947191027047
1775,21.516489937195388
9203,4.406002749615652
4523,-1.9697245304694206
1845,-10.47970823757106
2587,7.2385465704579985
2192,6.583158885561687
9843,-4.799696401643871
312,2.820966666482093
640,-0.023664509403431566
10166,18.66827793107541
6451,4.664029510914503
7537,1.8993644310906461
13530,3.0013709605212
6810,13.772874437914453
3833,-5.644250665583314
7247,2.805353084228102
2509,-5.534723028338334
5923,-1.2668269048918432
4301,-15.700427758611681
1640,-3.5992882226766767
146,0.9200613752177844
8640,-5.309090807223356
5773,12.213165001112657
4411,-10.096288827963207
3055,15.893305834869523
8483,-1.3500526120512575
4597,-6.149985883739021
1002,-7.902304282729844
13517,5.7270050660674485
8287,1.3917537742017032
577,-3.493057227518676
3496,-7.528028974191301
11015,-3.5712809557219884
10524,-6.184248490076129
13004,-14.567539617723753
6114,-5.159123172643348
11430,-11.72559786849746
2980,0.45792003316486785
12212,-16.295646319313647
663,-1.9372446370645662
1540,3.3886595899901693
1267,3.269518890274668
10364,-1.8271551882778851
313,7.156196358579791
2535,-6.054361863413504
13122,7.900949517270249
7226,2.0063978180912727
2908,-2.4226841531220487
5428,-3.5202669280951966
10784,-25.2399861948804
2095,2.961405462027784
9528,-3.841992395978153
12977,-4.487733678822963
8908,12.955513425751747
1103,-6.342060047619128
3353,0.48319367238622135
2999,6.966533555418891
9643,1.685743282624344
13235,1.343126939788391
6346,0.5195683100515396
11517,-7.609776933916777
3180,13.211704866431319
950,-6.545868779692881
7336,6.2025541052263975
4293,-6.203287940225607
9001,7.074338508706546
7186,-2.6881613065419856
10640,-0.255118383535887
12559,8.98653706252972
8713,-8.764483431874169
8653,-16.083838600687017
5942,-9.426640858342864
541,4.198254587792633
13240,-2.5977631186413532
5805,-4.453177448835703
11827,-11.069920619799774
12947,-0.9596450591836287
2473,2.214057120082515
3755,-3.7691975015902415
9108,-7.418713972846319
1468,-3.3255199698278943
5989,-5.881888110798798
8210,0.8886233355923139
12597,-10.777666543899585
2252,28.391345935370765
11250,-5.178739826284442
9582,-9.038072069717913
1231,-15.164523055676142
6971,-10.253274925605893
556,17.690450717114885
2861,5.114723803706681
4221,-3.7222969010071267
9475,6.239497742162044
3032,12.798527745010972
10380,-4.971441616564761
4942,-1.1661822457852224
10211,-6.917997386886128
9202,1.2086690901889199
10416,-3.9723890866726492
3960,-5.571315128364375
11500,-10.527698814483244
7569,-6.712419687214378
3367,-20.79515397587585
4324,-8.18498061924339
3051,-1.1993729260989596
11667,-0.3390981576293939
1136,0.18306104300742732
9039,7.821246118151777
6659,-2.0267217479546673
11511,1.9739320763229102
8820,-12.568462713458501
1217,2.4675150128466328
449,0.6213859926141936
2712,0.31968950878584224
44,3.9135128020993193
6092,-4.94626298388124
8049,-3.6276311341322014
11231,-8.263910562280614
467,-6.679342863133144
6165,-1.122771921389301
4287,-1.4789060641415404
7329,3.5502690152903256
5587,-12.577171895175752
5406,4.409547346810285
3151,22.77059972709702
9440,-26.509766066496866
5540,-14.968969349902352
3908,2.1553550117965017
9578,-6.189164552350434
10570,-10.757720684138235
521,-2.9936749460424608
10708,2.897851273567227
9141,-14.169171436929872
6279,-0.04343062504196382
2630,9.918375701798027
2060,20.713789399640547
6190,-2.359269744333943
10486,-4.475281526420488
10069,8.395256895057514
4144,27.655030297763147
8812,-4.208058153303796
1096,-1.706191431627758
7741,0.25472124839595267
1523,1.7641578305473615
9437,-22.74511261021732
3081,19.62635172145457
13174,1.126623213362393
12926,-6.2848364518480935
7679,-3.2898004343310845
11653,3.7689529724718227
6582,10.636155880379675
4818,-5.991151527160412
1201,-1.6551621194228971
6677,-4.894708052401796
5849,4.082637475772003
2503,-2.8036522748541017
4900,5.2782324401451035
8706,1.7956567740088758
8328,-2.8649417390898577
4296,-3.3474239030669537
12132,-1.7136832705259337
1567,39.8862817365935
2865,5.326809737320843
406,3.3754796808326546
7634,1.920032639521878
2839,6.695524062105562
4938,0.03382523973405682
9858,-3.5849247793617565
12074,-6.065278674536529
12169,28.452384115189403
308,-5.464934602890537
7330,7.951297783579577
5998,-4.732334400490544
397,30.728219622131235
12783,1.819175682843536
4502,9.205792484891731
10491,-8.786809830155136
1638,-1.4631434890489459
1785,-7.227170726490556
3277,-0.009427406095483093
725,40.430733656924914
3955,5.6300978117438945
6082,-6.366327399544616
5501,7.044628681427554
1581,9.118563304125075
3017,2.0070091928463967
11641,8.235295139221364
9526,-9.886204011998018
4247,-1.5146662280411078
12183,16.17348585138862
13132,4.864719046715834
5164,0.4294134798727498
7953,-1.309695878567112
10758,-4.494909865312962
11515,-6.180737003632487
9060,2.240979186029392
3634,-2.55981605687154
10064,6.495668954451929
4816,3.8135936850360395
10228,-2.560033282786776
2402,1.5228928933854888
1783,-3.6110802660685977
3358,3.1604401628470384
874,0.052561215366040415
3709,3.6163635406726655
4231,6.3327360504645185
8882,-3.875917208311364
11628,1.2265677224530975
9403,4.688594122623272
4297,-3.4855490350283276
5443,-2.120455256637058
5207,11.401460123209773
10528,-8.841060708133199
4439,-18.570315589265363
4792,-18.904345040346186
9663,-1.6135174533224017
1819,4.625036158716142
10836,-3.056476624968269
5315,-0.6292613884967011
4832,2.8788897227276493
12174,18.012165159967424
3439,-5.3643344023547
9883,-8.561947528528947
3379,2.8648458717914878
8479,-4.174417926300777
12894,-4.37645470607788
5893,-5.27949729699634
5369,15.330240954553886
5141,4.156737571404221
491,-5.10542487831836
3840,-0.5868927873513883
13289,0.15600182395056095
9541,7.250782926246956
3851,-6.3444666964594205
8432,-12.063874086998283
5018,-7.752891782026296
13610,1.4780119776599747
2643,15.363681279211647
13449,4.156253729160454
13228,1.3395824506958434
10288,-6.00742515459217
2995,-1.1998928559115143
424,7.08669670603075
6492,-2.059755894701908
6360,9.53403734080095
11762,-0.7614432857632778
3021,4.6339346648548485
9908,-4.429510376557886
1282,-5.644292106062437
4655,7.715220319643265
10139,-3.005343249619756
5466,0.07685902286610258
1191,-7.419881721746009
5547,1.9951439326988805
5500,6.221509271477004
11617,-9.191076217150965
1418,4.935029460098576
499,2.4975153788618343
5429,-4.0233923546981885
201,13.611814291505311
9977,-9.207295263140225
10798,-7.184026545537591
489,-5.075933560904531
12202,1.51449672266196
4126,1.928410540863723
6986,-1.9557899179652338
5523,-5.322063079138246
13320,4.072548544182865
8165,-6.214387328999777
4654,-14.7340281567607
2606,-5.827079464052559
2153,2.1495842926090347
1844,-9.889504125841114
1091,5.674957757365291
9041,-5.116209509065243
10952,-4.303508118000849
4030,-4.89577634950561
1667,22.96841976232355
7131,-2.451497686327002
5174,15.586080406603855
10275,-14.50332797419577
9522,-6.881747443261503
13013,-2.4672551779578384
11963,5.107440944309559
5133,19.916892791923686
5210,11.529491465677523
5980,-2.054918368971016
12510,-8.063981181371645
13256,3.603480474911464
10145,-2.1201219186920355
4089,7.378304113843313
7095,14.934660231534906
4678,-4.679646987769615
6876,-0.31121463770315927
7104,-0.1795382549662463
13180,12.433923435059455
2162,13.963469006916398
11447,1.0219936334505917
10739,-7.57088601789593
13453,26.793936241914054
7037,6.3603142930844
8113,2.700253063058682
6529,4.5193478538143665
5271,-11.55057967148204
393,27.434425691138955
13059,-5.0930648349399235
1427,13.449709788469335
7838,-0.6573566838600016
5475,-6.946042578313239
5111,9.909644983396873
13080,-2.014277887340711
174,22.590921715371508
9485,-13.916753722351103
1911,-0.3734348070927922
8332,-6.899805628329688
930,-3.150007213922862
12196,-14.172538726628744
5243,-0.8560990946872948
12107,3.8347985554339914
7921,-0.14816364244271085
7882,-1.6104865018948828
3921,-2.3540415668880144
12136,-2.506634940748171
9816,-25.767554586711526
2466,-3.5031394547001184
10128,-19.551875194806257
6721,-2.077204098672297
11449,8.526016988630971
9846,-4.279541989074033
13324,3.2670339898511145
7673,-13.020878472037737
221,-14.204723798002533
4546,4.198749624285085
974,6.224685144282319
9521,-5.665998247734365
8759,-1.8769677249105996
4894,0.2059450776588676
12392,13.84515576646018
5543,-4.894971805828817
4636,6.783197843249951
5307,0.2397624804676468
12606,-1.0417793351283535
2876,0.713930553620969
12187,3.8815700356332883
5606,-3.131118562808581
133,25.78344804525142
5468,13.565782108951282
8664,-3.1687736087478413
3824,-8.993190657352812
1060,21.349486620367117
278,6.632892442257059
10844,4.131695606983982
1495,3.80381765864783
10951,0.3941208537933676
10814,-1.3174960829333884
1856,-20.47503771005836
13019,-0.6128597977386221
6409,4.371061104140409
4770,-18.256492163240466
9479,10.291090905073347
8581,8.569812125284898
4309,-2.897721294237897
4025,-1.6317551701222328
2778,-1.9572158167858902
3595,-2.174979438114775
9778,-14.860504906639278
10019,-1.919927878702822
7333,9.782434670507712
12531,-5.517607392574263
13518,7.869461447434134
5569,-4.096370842157057
6988,-0.6350462325014803
1554,9.429508847125533
3192,-2.8208396469242416
13483,1.7900977119192873
2228,8.927800534934761
13023,-7.206521246124851
12390,14.330915774988028
8188,1.8206692199082966
7504,-3.01468761948297
11559,-5.290398859267725
10508,-4.775864439711313
6968,5.181761408732427
2470,-1.1357369470021865
9524,-6.681606015071338
11330,-5.270480189914082
5741,-2.2831683645305816
7297,-24.037771145385165
379,-8.518542456687612
7513,-3.74092361538618
11825,5.009008784059631
10512,-7.480994755581833
7291,-3.4776894462519294
598,3.0472702680545467
7609,0.42489085554859685
366,2.5369952625307235
4777,-13.232415918507115
5832,-2.435708738488529
37,0.7113044064236647
768,-4.484404737330763
5564,-7.162615752103903
10164,12.484991798911778
9895,-4.587690464962293
1915,-4.292750848403955
2364,7.981497329243865
9178,1.3515978535259734
11621,3.169830235315999
2337,-5.958464014723546
3283,7.092491445116792
3002,-10.406860370902734
2288,3.5145882997924502
2791,16.63712414546893
12351,-5.708096857248989
2214,21.41594232543798
11225,-2.198982145977908
6199,-2.3806203043102983
13665,11.047719500516592
2560,-13.948515382610793
2090,0.5559415793840969
4872,-4.120387252409984
888,5.745639439569203
526,-6.010332428141737
8414,-0.7678351012353914
2763,-6.957643641863541
2227,20.538061946790634
7976,-4.9358160133240006
8791,-5.392817250414453
7811,1.5881306073160601
1829,29.47904230406408
6976,0.7903097129619425
399,6.809126918835176
10082,-9.286806743631757
9937,16.89719583702606
10462,-2.839135400702645
1334,-2.67818920021125
4046,2.336203652977048
2860,3.897045949392748
5740,-2.0060286253417132
223,-3.230482376131363
11026,-5.274254292122976
11598,23.68949071474401
6162,-1.756703443106062
1992,-0.45057534571623137
9976,-3.56128477653877
6603,5.271139797177426
6468,12.579372661968137
1751,0.04999100738027096
6158,-7.1610835943454845
2973,-2.01625207609419
8793,-22.451975754832517
12789,1.2363613114936811
5775,7.371986046048278
7952,1.1768918577881493
5420,6.086590691743567
10756,-17.333943136834336
4842,-9.347297942267744
2113,5.606877498344687
7109,-1.999946238432301
12933,-6.213478959629413
13140,5.139779739199128
10094,-7.066302337671573
8528,-3.4412315470631256
9395,-6.766764845921244
11995,-3.2763030849168615
5034,-6.73488970725586
5065,1.4805289669480715
12939,-7.742842618418592
5581,-12.87355750060749
791,-5.271495146308752
2954,-2.551052512493925
992,-0.2917088393486722
11916,1.5292928141001596
6045,-2.5455532462483745
2064,13.4779944810401
7062,6.0286819388452955
6550,-4.345418494570794
2917,-10.330588336898813
2017,7.9107674592705735
2101,4.406560544125853
2247,1.9828573224141621
4462,-14.239122931590714
10905,-15.469824511032442
2406,-0.30642509045759425
11836,25.739454310577173
8928,0.3706470750814219
4097,8.804390215496909
6759,-3.936076692905573
3775,-10.175099705069243
10520,-6.5722738778625285
12141,4.7278672089978215
3008,-3.7012704798506206
952,-6.049067648391144
9469,0.22286572445239017
5862,-4.011518605946037
8494,-6.559763192457638
2272,-11.90444113650787
3914,-5.772606685419277
8402,-2.099261862703713
13496,-10.494586778952367
5191,2.135445442152985
3460,-5.177793764718444
176,13.882234122283222
11103,-6.001014040883803
8734,-12.094738833241536
11154,-8.360569970684708
13352,7.067419984970485
4946,3.8655034354069073
13044,-3.334728878297426
1347,-2.5539738507761456
