,O3
13030,4.8725198427032765
1654,11.434893621868277
11002,-3.4081431422781563
9663,31.893888170778588
12744,1.4833334681162356
11971,8.427777158526126
4308,-16.51304913457718
8500,-5.326727063841837
9778,4.381393598003896
10802,-11.222861349759484
10897,21.375783422132635
8135,-4.383256008073118
9074,-8.685496445200016
11174,5.9547557755759115
10312,-4.575983047389258
11975,0.8240848216655934
5929,5.713684220796615
5091,-2.323697323560026
8719,-2.87185875110044
634,-4.791869490194678
541,0.9040719781522881
11024,-16.75937325465585
8104,6.153783567981208
4697,4.9676849678060435
278,-0.35420781648809196
146,1.487092456691542
3020,-3.0940358389621494
9798,-6.891253704379814
2017,0.9685075406675949
7440,-5.778945871855619
11481,-3.9889201542382793
5895,-2.394542641927238
9905,15.974882900199624
11533,15.58288516455881
313,-2.8765573014163337
12368,-1.996240417012494
8230,-9.124126336275133
10769,-4.567172659638288
11350,-6.249265484465177
12984,2.8270825633053747
1845,-7.274299315956817
10399,-6.115292936007435
7344,-6.24368971301805
13135,20.304514597505346
9941,12.766348843902541
5540,1.7477120025614283
12320,-0.6727688633333955
1761,16.593440461774556
7550,5.1918889334530505
5575,-4.318112841109524
4111,5.632411345206549
7205,10.230131062824434
9614,-1.8293854534526233
4523,20.07766303318627
7314,-0.6257451555383327
11935,43.469581104545654
10252,-1.3015948772351464
8445,-15.56572901831013
3779,-10.451092940172344
7621,-8.535346804210377
11153,-1.656103069351012
2749,-0.184444839777278
791,11.743968715946238
6970,-6.92395064295377
4448,-0.5852485926348763
6423,-9.897284403579334
9863,-11.008443144909293
2954,-4.576275562188236
4668,-26.237447460903724
11230,2.707804605943956
6323,13.684478827158244
7133,1.4198178132722106
9313,19.95804861818121
7876,-4.700066715290092
9959,-5.641614072916475
12437,-4.674665481357884
8094,4.040195660742057
10551,4.752390228304719
6778,-3.24787432775193
12085,8.429927768756698
6367,6.674622065646616
12351,0.7677905207555753
312,-14.92408315434087
2351,8.243585298370782
11835,13.259760756105635
1597,-4.786930419368524
12661,7.9140137703526605
5571,11.276503395708318
4041,-3.3398210870501543
5841,10.459368099164955
6960,5.619927818935338
12632,-0.15350417974482156
12485,7.558640522445934
643,3.1903444809738986
8268,0.07821498584311115
6973,-4.506027695819171
13136,3.4391146780688757
3488,4.147693203898186
12117,-4.3614782022922185
7634,-3.2135950613565285
11288,-3.1858669592387727
393,-3.5779138934340793
1091,8.690818390889774
3051,27.362424968733286
4800,-0.9773580718086734
8330,-4.195193423180704
2709,3.7349279209118436
1231,-0.49151177755177855
7035,-13.157698990171717
10318,2.4545944909283577
5967,-6.01245246904201
1846,10.85185205101535
9991,-16.50353851264739
8420,8.682517888230883
1992,8.754495545519745
13002,4.457901281644503
2607,7.6379871002914115
5570,8.521677729580631
8189,-2.2224411341511825
2554,-0.667540587931839
9587,-4.995399477471217
4894,-1.6016348496278
12804,-5.157507567166043
5322,-13.373001468311628
11733,-1.6200050411243012
12869,1.6764129604550888
3993,-8.271889769426735
3245,1.844695518351081
366,-5.8739783898996265
5931,2.321942538310317
11596,8.565176487394162
12680,1.9417130273160765
7330,-2.753566838279845
3429,-17.19526303023971
577,-4.740558006762932
3671,-3.402819989858557
2919,5.971132294653422
4727,2.96544663475337
1670,-0.17337531864696842
10532,4.916404689372563
7325,-6.501173211311617
9900,25.645515268181263
11203,20.327959722347288
5003,-4.944307293633557
3759,-20.40460156645875
6600,0.8375389331397969
11960,45.648546388406174
11616,7.543018030092753
6352,3.3255516496749067
2869,-7.496921526036367
8775,8.76766140409947
9556,-20.5110849286068
7285,-0.3838203102529931
8176,1.7077228104985522
1819,-6.08813729133356
13104,6.084697306508559
2406,-1.808525630091225
9343,-4.34608593594227
11310,-8.150369179861421
3873,-11.212845693439789
12162,-9.932647113009665
8767,22.292396400095768
4637,-7.925392791707331
9757,-2.9827161919062846
4853,-5.6232212015410425
10593,3.051712601120471
9388,5.568019509175542
11827,-1.6954124453118737
7678,12.51885450666154
4134,-2.5920234227389685
930,5.492394257093167
10557,4.831632256268492
11078,2.5906040716691123
7580,-8.161529852011277
12196,-5.728986893606276
7260,-1.7458001414084592
5699,0.845250712548399
2819,-14.609496795240055
1270,13.197691005875924
9511,-3.2307197631955162
5548,4.965462560871288
6612,-0.45885229320529675
12350,0.5557430590669199
9304,2.6174602005629737
4636,-10.43018588511378
7798,6.209512650562232
7796,-9.000517409313971
174,-3.893574330673424
3232,-3.5512603993508165
6259,16.52231648349258
8541,-29.922642461588936
5866,13.89143599355291
9429,-18.393785809784077
5897,1.563659774116708
7158,-16.299726835893544
2470,-1.4626688303411868
1399,-8.58762169356281
6528,27.568361964466305
5460,2.9197530141352104
1424,-3.1783934292361025
6628,1.4337159218224258
9508,-4.961909313520557
1096,6.415096040747287
12643,3.765567282733734
3965,-12.551166491520917
5489,1.705044407305735
8231,-8.05665401651003
3856,-5.8650182694922535
640,0.38488035825427147
7506,-12.621845313397564
6878,18.408640967156572
11314,-1.2609406784539132
12524,7.115264566019597
7069,-17.338309683997146
12034,-5.750481046051874
11141,7.616467821861342
10084,-11.823885011418803
10048,-4.346227549514801
2865,4.025260974904576
133,5.832042143245509
8939,-4.885920532287898
7118,-16.77697331182329
2153,18.75651995860553
3861,-10.461019725654609
9955,-6.188710732667914
11843,5.917993978206681
5969,-3.8418941391167536
526,8.704993600024558
2395,3.858256320710396
4069,6.402883998255305
554,-1.0045924603457692
12907,12.351637667052735
5911,3.7736827967093873
11841,-0.4874323259711275
11625,-2.0500690690576846
3048,-4.918307664203404
7570,-7.064499346041792
6434,-6.567906218708089
11213,-1.6874411444091137
4741,-5.417175264328044
7605,9.924643173541
3350,1.7286573673011176
9069,-12.235061806174684
12806,-8.276709188181393
5062,-2.0210175488366815
11023,-1.051361789670004
8003,3.57446690327842
521,-5.388608407657472
499,-7.574751670240779
9349,-7.277608214327088
6711,-7.178316593759959
2095,12.848914781982074
7351,-5.057627376002607
1543,-2.0268133952275775
397,-0.29861451645754045
10869,-0.05227868950251491
8731,-18.369716799376555
9657,-2.6277193363736657
2466,7.293939611922468
5148,-0.39322289139303734
4603,14.344910188759151
8517,1.7113572968100428
11135,34.36424289445549
3780,-20.247217737313605
4860,8.314607559585568
11884,9.029317293737876
11182,11.45748575434422
6409,9.933222950846272
491,0.9503929518791949
5775,30.018838409077752
9153,6.043024843768677
12075,-12.409291301287254
467,-1.9801445136860636
3197,16.960974581890156
308,-6.248475929691459
11952,3.4251342364412523
5976,-11.71690369507646
4123,16.164546887061455
12064,-9.415696835049225
7279,-3.0301753652205647
8494,-0.6096818669400292
37,-0.8329168875531181
12403,2.1119786039546753
11169,17.03842361746475
11441,4.964363396451951
9674,-13.615943469188998
9306,0.9964185789087594
9068,-1.6399678967654339
13385,-1.2642768550244625
12976,5.485261523221631
4678,2.482284124624478
6944,-10.790855351295406
2898,-2.630871886171981
2421,-6.885547570542457
12141,2.5559052849483237
2517,2.2666583504382913
4019,8.040458966585135
4477,-16.54746206012552
489,-0.05391529130162809
3660,-7.535084074208072
10988,0.7885759169366722
7974,5.802506455233271
13156,-12.416752736742836
4287,-12.910432570085582
7236,-10.766673583808675
3061,3.4681215779503063
8321,-0.12983567112635086
12665,-1.055642676674232
8518,2.10135960837534
9717,3.2625988131377497
11101,9.958847573016733
5614,5.640856056976453
6192,3.6465103127356215
663,8.456838199778616
7095,-9.088401011690102
7084,3.462314434136637
9288,13.545040207334381
2841,-2.2615436447032025
722,-1.6344306456742004
6023,-3.0764115779611743
6163,7.199928161264019
223,13.847471213031817
4960,-3.406893448155614
9132,0.35317255704269
7554,9.18078097050833
457,-10.931517479590532
2754,-6.236062910196544
12182,-5.720683220264988
1201,-8.825944475250502
2465,7.602366164549068
2879,-1.5107200831375494
3598,-0.3318238686951247
12746,-6.176648392179594
1829,18.171506719692083
9814,-3.5801201180475104
4944,-9.018059791538718
6472,8.034214957196212
2457,-3.425921166512495
12183,-2.9642823544109262
4874,5.475583423516156
12395,-10.184120717567929
2402,14.86364127807687
13240,-0.3752618125223819
5996,-10.411667187626072
13174,0.2711401233377444
4915,-19.724264645342515
1541,-7.753425457030595
6389,-0.24761570799671517
4795,-6.827568690720646
11965,7.824821218917776
6031,-8.869312026011833
1961,7.832436670677346
7284,5.504111076053086
12862,-2.719998137801632
10711,-5.929226625942192
4121,6.94802903133607
8813,-18.191193395345714
2985,-2.467860736434112
2946,-6.417137346992
33,-5.229556997855177
10127,11.355639018548302
8376,12.37924767270703
10090,-5.346599886869676
8085,-3.2902502372825495
2337,-6.853115131156386
11792,3.398239325170408
8193,-7.0762672278514955
4029,-2.5590403591342863
12709,-2.8728220320636453
10166,13.072390331054493
8991,-2.7452000987191596
1468,-2.393799498922668
11990,3.8010436739612885
5316,-15.26352223445113
13014,-26.14111055821953
5138,-0.5291381098371062
5206,4.269282774997379
379,11.968834837507565
4103,16.731536901469468
13004,-2.6936431341751685
8088,0.4061974559018324
5283,-6.505246890031145
4425,-10.717203851624184
11873,-1.6973809962348696
12667,-2.072404625060436
5728,-0.11793208833383773
10911,-0.08620104825052266
12966,6.911857399278496
10287,6.1989237319793915
10529,-1.6703250345817366
2141,-13.367329293740823
10971,0.5100499325329295
2804,-6.173703401899125
10454,-0.15179144493377805
12428,2.9942715902423416
5136,4.149384339254169
13185,-8.836859801120482
7507,-11.237722653560489
8879,-0.5372313548693626
1204,-6.8789636720324765
3754,-9.497366312831616
12941,5.766123860118832
1346,3.277085421084685
9391,0.6317044624156409
4139,7.2614697028808735
6664,-5.0022632833000955
10926,2.808697388257464
1180,-7.622195575622243
13043,-0.9735350067440152
11143,11.946990978382793
3411,-8.169390966385627
1476,-2.0911214832560034
7304,-21.672190512849134
10758,3.9234798568877522
3260,0.5411007557353784
8568,-10.246406816079563
5275,-5.687424786948412
8946,1.7365773848866155
2192,-5.798354299379042
11123,1.8021556756181312
974,-5.0766144741471635
7541,-5.823816813000569
3243,9.993344297727056
8457,-11.28840232313646
4687,-0.6119141181621259
719,-11.42577097910683
9405,-15.197338006008437
12750,-7.02273082185112
9130,-2.4512152284505717
8217,19.184074631492287
1854,-0.7687286506860929
2090,-1.7259187672916312
7214,-2.9151616903856947
6677,-3.1040752722168747
